Rank,University,Points
1,Universidad LaSalle,65.72
2,Universidad Nacional Autónoma de México,48.38
3,Instituto Tecnológico de Chihuahua,42.33
4,Universidad Panamericana Sede México,40.57
5,Universidad Iberoamericana,40.39
6,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,37.3
7,Universidad Autónoma del Estado de México,35.87
8,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,29.73
9,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,28.67
10,Instituto Politécnico Nacional,28.25
11,ESIA San Luis Potosi,20.4
