Rank,University,Points
1,Universidad LaSalle,57.79
2,ESIA San Luis Potosi,11.8
3,Instituto Tecnológico de Chihuahua,10.49
4,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,7.3
5,Universidad Nacional Autónoma de México,5.09
6,Universidad Iberoamericana,1.75
7,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,0.0
8,Instituto Politécnico Nacional,0.0
9,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,0.0
10,Universidad Autónoma del Estado de México,0.0
11,Universidad Panamericana Sede México,0.0
