Rank,University,Lowest Place,#
1,Universidad LaSalle,13th,1
2,Instituto Tecnológico de Chihuahua,23rd,1
3,Universidad Nacional Autónoma de México,29th,1
4,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,35th,1
5,ESIA San Luis Potosi,41st,1
6,Universidad Iberoamericana,42nd,1
7,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,N/A,0
8,Instituto Politécnico Nacional,N/A,0
9,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,N/A,0
10,Universidad Autónoma del Estado de México,N/A,0
11,Universidad Panamericana Sede México,N/A,0
