Rank,University,Points
1,Instituto Tecnológico de Chihuahua,3290
2,Universidad Nacional Autónoma de México,2433
3,Universidad Autónoma del Estado de México,1915
4,Universidad Panamericana Sede México,1111
5,Universidad LaSalle,726
6,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,339
7,Universidad Iberoamericana,328
8,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,228
9,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,168
10,Instituto Politécnico Nacional,135
11,ESIA San Luis Potosi,43
