Rank,University,Points
1,Instituto Tecnológico de Chihuahua,178.4
2,Universidad Nacional Autónoma de México,61.1
3,Universidad LaSalle,57.79
4,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,21.9
5,ESIA San Luis Potosi,11.8
6,Universidad Iberoamericana,3.5
7,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,0.0
8,Instituto Politécnico Nacional,0.0
9,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,0.0
10,Universidad Autónoma del Estado de México,0.0
11,Universidad Panamericana Sede México,0.0
