Rank,University,Points
1,Instituto Tecnológico de Chihuahua,1000.6
2,Universidad Autónoma del Estado de México,891.87
3,Universidad Nacional Autónoma de México,760.92
4,Universidad Panamericana Sede México,478.13
5,Universidad Iberoamericana,123.69
6,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,122.7
7,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,109.0
8,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,75.9
9,Universidad LaSalle,29.33
10,Instituto Politécnico Nacional,10.3
11,ESIA San Luis Potosi,0.0
