Rank,University,Points
1,Universidad LaSalle,113.23
2,Instituto Tecnológico de Chihuahua,10.83
3,Universidad Panamericana Sede México,8.03
4,Universidad Nacional Autónoma de México,7.64
5,ESIA San Luis Potosi,7.5
6,Universidad Iberoamericana,3.75
7,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,2.5
8,Universidad Autónoma del Estado de México,0.62
9,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,0.0
10,Instituto Politécnico Nacional,0.0
11,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,0.0
