Rank,University,Points
1,Instituto Tecnológico de Chihuahua,173.22
2,Universidad LaSalle,113.23
3,Universidad Nacional Autónoma de México,91.7
4,Universidad Panamericana Sede México,48.2
5,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,7.5
6,ESIA San Luis Potosi,7.5
7,Universidad Autónoma del Estado de México,7.5
8,Universidad Iberoamericana,7.5
9,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,0.0
10,Instituto Politécnico Nacional,0.0
11,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,0.0
