Rank,University,Lowest Place,#
1,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),14th,1
2,ESTACA - West (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),14th,1
3,ECAM LaSalle - Campus de Lyon,17th,1
4,University of Burgundy - ISAT,18th,1
5,Ecole Nationale d'Ingénieurs de Metz,19th,1
