Rank,University,Lowest Place,#
1,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),7th,1
2,ESTACA - West (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),7th,1
3,Ecole Nationale d'Ingénieurs de Metz,14th,1
4,University of Burgundy - ISAT,21st,1
5,ECAM LaSalle - Campus de Lyon,N/A,0
