Rank,University,Points
1,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),76.45
2,Ecole Nationale d'Ingénieurs de Metz,59.54
3,ESTACA - West (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),46.04
4,University of Burgundy - ISAT,21.38
5,ECAM LaSalle - Campus de Lyon,0.0
