Rank,University,Lowest Place,#
1,University of Puerto Rico,4th,2
2,Recinto Universitario de Mayagüez,8th,1
3,Polytechnic University of Puerto Rico,10th,1
4,Universidad Interamericana de Puerto Rico,43rd,1
5,Ana G. Méndez University - Gurabo,63rd,1
