Rank,University,Lowest Place,#
1,University of Puerto Rico,7th,1
2,Polytechnic University of Puerto Rico,41st,1
3,Universidad Interamericana de Puerto Rico,56th,1
4,Recinto Universitario de Mayagüez,59th,2
5,Ana G. Méndez University - Gurabo,77th,1
