Rank,University,Lowest Place,#
1,University of Puerto Rico,22nd,1
2,Recinto Universitario de Mayagüez,36th,1
3,Ana G. Méndez University - Gurabo,56th,1
4,Polytechnic University of Puerto Rico,88th,1
5,Universidad Interamericana de Puerto Rico,N/A,0
