Rank,University,Points
1,University of Puerto Rico,47.88
2,Recinto Universitario de Mayagüez,45.77
3,Universidad Interamericana de Puerto Rico,31.47
4,Polytechnic University of Puerto Rico,29.07
5,Ana G. Méndez University - Gurabo,17.5
