Rank,University,Lowest Place,Number of Lowest Place
698,Bangalore Institute of Technology,36.0,1
699,California State University Long Beach,36.0,1
700,Cherepovets State University,36.0,1
701,Chulalongkorn University,36.0,1
702,Karel de Grote University College,36.0,1
703,University of Wyoming,36.0,1
704,Polytechnic Institute of New York University,37.0,1
705,Teikyo University,37.0,1
706,Universidade Federal do Pará - Campus Tucuruí - UFPA,37.0,1
707,Universitatea Politehnica Timișoara,37.0,1
708,Washington University in St. Louis,37.0,1
709,Kochi University of Technology,38.0,1
710,Sinhgad Academy Of Engineering,38.0,1
711,Texas Tech University,38.0,1
712,Universidade Federal de Uberlândia - UFU,38.0,1
713,Çukurova University,38.0,1
714,Amrutvahini College Of Engineering Sangamner,39.0,1
715,Frederick University,39.0,1
716,Lakehead University,39.0,1
717,MGM's Jawaharlal Nehru Engineering College,39.0,1
718,Sardar Vallabhbhai National Institute of Technology,39.0,1
719,Setsunan University,39.0,1
720,Shizuoka Professional College of Automobile Technology,39.0,1
721,Universidade Estadual do Oeste do Paraná,39.0,1
722,Università degli Studi di Salerno,39.0,1
723,United States Naval Academy,40.0,2
724,Charotar University of Science and Technology,40.0,1
725,Lokmanya Tilak College of Engineering,40.0,1
726,National University of Sciences and Technology - Karachi,40.0,1
727,Rayat Institute of Engineering and Information Technology,40.0,1
728,Santa Clara University,40.0,1
729,Tottori University,40.0,1
730,Uludağ University,40.0,1
731,Universidade Paulista - Campinas - Campus II,40.0,1
732,University of Dundee,40.0,1
733,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,41.0,1
734,Fachhochschule Frankfurt am Main,41.0,1
735,National Institute of Technology - Calicut,41.0,1
736,NBN Sinhgad School Of Engineering,41.0,1
737,TKM  College of Engineering,41.0,1
738,Tyumen Industrial University,41.0,1
739,University of Georgia,41.0,1
740,University of Kentucky,41.0,1
741,University of Southern Denmark,41.0,1
742,Hanze University of Applied Sciences Groningen,42.0,1
743,HMR Institute of Technology &amp; Management,42.0,1
744,London South Bank University,42.0,1
745,Madras Institute of Technology,42.0,1
746,Saraswati College of Engineering,42.0,1
747,University of the Pacific,42.0,1
748,Cairo University,43.0,1
749,Chaitanya Bharathi Institute of Technology,43.0,1
750,Florida Institute of Technology,43.0,1
751,Haldia Institute of Technology,43.0,1
752,University of California Riverside,43.0,1
753,WIZ International College of Information and Technology,43.0,1
754,Florida International University,44.0,1
755,Kyushu Sangyo University,44.0,1
756,Polytechnic University of Puerto Rico,44.0,1
757,University Institute of Technology RGPV Bhopal,44.0,1
758,Ceylon-German Technical Training Institute,45.0,1
759,Nitte Meenakshi Institute of Technology,45.0,1
760,North Dakota State University,45.0,1
761,Universidad Autónoma del Estado de México,45.0,1
762,Bharati Vidyapeeth College of Engineering,46.0,1
763,Embry-Riddle Aeronautical University,46.0,1
764,Kunsan National University,46.0,1
765,St. Cloud State University,46.0,1
766,Universidad Iberoamericana,46.0,1
767,University of Leicester,46.0,1
768,University of Sunderland,46.0,1
769,Aso College of Automotive Engineering and Technology,47.0,1
770,Chandigarh University,47.0,1
771,Hanyang University,47.0,1
772,Universidad Nacional Experimental Politécnica,47.0,1
773,National Taipei University of Technology,48.0,1
774,Nicholls State University,48.0,1
775,Hokkaido Automotive Engineering College,49.0,1
776,Hoseo University,49.0,1
777,Université du Québec à Chicoutimi,49.0,1
778,Acharya Institute of Technology,50.0,1
779,Central Michigan University,50.0,1
780,Sojo University,50.0,1
781,Manav Rachna International University,51.0,1
782,Osaka Prefecture University,51.0,1
783,Queen Mary University of London,51.0,1
784,Saitama Institute of Technology,51.0,1
785,The University of Kitakyushu,51.0,1
786,Trinity College University of Dublin,51.0,1
787,TSSM’s Bhivarabai Sawant College of Engineering &amp; Research,51.0,1
788,University of South Carolina,51.0,1
789,Akita Prefectural University,52.0,1
790,Colorado Mesa University,52.0,1
791,Guangxi University of Science and Technology,52.0,1
792,P.E.S. Modern College of Engineering,52.0,1
793,Shonan Institute of Technology,52.0,1
794,University of British Columbia - Okanagan,52.0,1
795,University of California Santa Barbara,52.0,1
796,Shanghai Jiao Tong University,53.0,1
797,University of Alabama at Birmingham,53.0,1
798,Cleveland State University,54.0,1
799,Indian Institute of Technology Delhi,54.0,1
800,Universidad Interamericana de Puerto Rico,54.0,1
801,Universidad Metropolitana,54.0,1
802,University of Toyama,54.0,1
803,Liaoning University of Technology,55.0,1
804,Yamagata University,55.0,1
805,Zhejiang University City College,55.0,1
806,New Jersey Institute of Technology,56.0,1
807,University of Minnesota Duluth,56.0,1
808,The University of Texas at Dallas,57.0,1
809,University of Brighton,57.0,1
810,Gunma University,58.0,1
811,Indian Institute of Technology Bombay,58.0,1
812,Instituto Politécnico Nacional,58.0,1
813,Leibniz Universität Hannover,58.0,1
814,Peter the Great St. Petersburg Polytechnic University,58.0,1
815,Cape Peninsula University of Technology,59.0,1
816,ESIA San Luis Potosi,59.0,1
817,Mansoura University,59.0,1
818,Virginia Commonwealth University,59.0,1
819,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,60.0,1
820,Instituto Superior de Engenharia de Coimbra,60.0,1
821,Sebelas Maret University,60.0,1
822,Universidad Politecnica Salesiana,60.0,1
823,University of St. Thomas,60.0,1
824,Laxmi Devi Institute of Engineering &amp; Technology,61.0,1
825,Universidad Central de Venezuela,61.0,1
826,Case Western Reserve University,63.0,1
827,Aoyama Gakuin University,64.0,1
828,Loyola Marymount University,64.0,1
829,North East Wales Institute of Higher Education,64.0,1
830,Tsinghua University,64.0,1
831,University of Maine,64.0,1
832,Institute of Technology Bandung,65.0,1
833,Miami University,65.0,1
834,University of Massachusetts Dartmouth,65.0,1
835,University of Regina,65.0,1
836,Nelson Mandela Metropolitan University,66.0,1
837,Saint Louis University,66.0,1
838,Isfahan University of Technology,67.0,1
839,Ajou University,68.0,1
840,Purdue University - Northwest,69.0,1
841,Universidad de las Fuerzas Armadas - ESPE,69.0,1
842,University of New Brunswick,69.0,1
843,University of Stavanger,69.0,1
844,Ana G. Méndez University - Gurabo,70.0,1
845,Binghamton University,70.0,1
846,Kyushu University,70.0,1
847,Alexandria University,71.0,1
848,Thomas More Mechelen - De Nayer,71.0,1
849,University of Alabama in Huntsville,72.0,1
850,Grand Canyon University,75.0,1
851,University of Derby,75.0,1
852,Helwan University (‏جامعة حلوان),78.0,1
853,Ferris State University,79.0,1
854,University of Indonesia,79.0,1
855,Universidad del Zulia,82.0,1
856,University of Iowa,82.0,1
857,University of Portland,82.0,1
858,University Putra Malaysia,82.0,1
859,Philadelphia University,84.0,1
860,Tokyo Tech Car College Setagaya,85.0,1
861,University of Northampton,87.0,1
862,Memorial University of Newfoundland,89.0,1
863,Midwestern State University,89.0,1
864,Jordan University of Science and Technology,90.0,1
865,École Centrale Paris,90.0,1
866,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,99.0,1
867,J.S.S. Academy of Technical Education Noida,101.0,1
868,Seoul National University of Science and Technology,102.0,1
869,Universidad Católica Andrés Bello,107.0,1
870,Texas State University,108.0,1
871,Vaughn College of Aeronautics and Technology,108.0,1
872,Alabama A&amp;M University,114.0,1
873,City College of The City University of New York,116.0,1
874,Fanshawe College,117.0,1
875,École nationale d'aérotechnique,123.0,1
