Rank,University,#,Points
160,Kokushikan University,20,428.3
161,University of New Mexico,19,427.84
162,VŠB - Technical University of Ostrava,11,425.64
163,Hochschule Darmstadt UAS,31,425.39
164,Tokyo University of Science,15,422.53
165,KTH Royal Institute of Technology,10,421.7
166,University of South Florida,21,421.38
167,Universidade Federal de Minas Gerais,7,419.43
168,Technische Hochschule Köln,5,418.4
169,Carleton University,25,418.0
170,Lund University,16,415.06
171,Loughborough University,35,413.69
172,California State Polytechnic University - San Luis Obispo,21,413.1
173,Kasetsart University,5,412.0
174,Rutgers The State University of New Jersey,32,411.66
175,Technische Universiteit Eindhoven,12,410.67
176,Universitas Negeri Yogyakarta,5,410.2
177,UAS Würzburg-Schweinfurt,20,409.7
178,University of Nebraska–Lincoln,15,408.67
179,Shizuoka Institute of Science and Technology,14,407.21
180,Queen's University Belfast,15,406.13
181,Università di Pisa,24,402.96
182,Liverpool John Moores University,11,401.64
183,Democritus University of Thrace,2,400.5
184,Kettering University,33,400.06
185,Fachhochschule Konstanz,33,399.88
186,Duale Hochschule Baden-Württemberg Ravensburg,8,398.38
187,Meijo University,17,398.06
188,University of New South Wales - Australian Defence Force Academy,14,397.64
189,Massachusetts Institute of Technology,9,397.11
190,Brown University,25,396.44
191,Universidad Simón Bolívar,19,396.0
192,Czech University of Life Sciences Prague,15,395.8
193,Kennesaw State University,18,395.67
194,Iowa State University,29,394.72
195,National Technical University of Athens,9,394.22
196,Queensland University of Technology,10,393.8
197,University of Pittsburgh,34,393.44
198,Kanazawa Institute of Technology,14,392.5
199,Yıldız Technical University,15,392.47
200,Chungbuk National University,2,390.5
201,The University of Michigan-Dearborn,25,389.56
202,University of Connecticut,20,388.9
203,University of Yamanashi,13,386.23
204,Georgia Southern University,13,386.0
205,College of Science and Technology Nihon University,17,385.71
206,Smt. Kashibai Navale College of Engineering,6,385.67
207,University of Alabama,15,385.53
208,Oakland University,28,384.39
209,Technische Hochschule Ostwestfalen-Lippe,15,383.4
210,Kyushu Institute of Technology,15,382.53
211,Ferdowsi University of Mashad,1,382.0
212,University of Birmingham,34,380.82
213,Prince of Songkla University,5,380.0
214,Drexel University,20,379.7
215,Tokyo Denki University,28,379.64
216,Duale Hochschule Baden-Württemberg Stuttgart,3,379.0
217,Hubei University of Automotive Technology,5,378.4
218,UAS Kempten,29,378.21
219,University of Idaho,7,376.43
220,Osaka City University,10,376.4
221,Luleå University of Technology,5,376.2
222,Ritsumeikan University,15,376.07
223,Hochschule für Technik und Wirtschaft Mittweida,10,375.3
224,University of the Pacific,1,375.0
225,Karlstad University,12,372.5
226,Centro Federal de Educação Tecnológica de Minas Gerais,13,372.08
227,University of Strathclyde,29,371.86
228,Florida Atlantic University,12,371.08
229,California Baptist University,4,371.0
230,Minnesota State University Mankato,17,370.59
231,Technion - Israel Institute of Technology,12,369.33
232,Indiana University – Purdue University Indianapolis,4,368.75
233,University of Pennsylvania,7,367.0
234,California State University Sacramento,17,366.88
235,University of California San Diego,14,366.57
236,Keio University,13,365.92
237,Fachhochschule Osnabrück,5,365.8
238,University of Leeds,27,365.74
239,University of Brescia,6,365.0
240,Universidade Federal de Santa Maria,10,364.9
241,Jilin University,1,364.0
242,University of British Columbia - Vancouver,23,362.91
243,University of Ulsan,3,362.33
244,Saitama University,3,361.0
245,University of Aberdeen,12,360.75
246,Brunel University London,31,360.71
247,Osaka Sangyo University,13,360.69
248,National Tsing Hua University,3,360.0
249,Staffordshire University,4,360.0
250,University of Victoria,18,359.78
251,Michigan Technological University,23,359.0
252,Siam University,3,359.0
253,Universität Bayreuth,11,359.0
254,Louisiana State University,21,358.71
255,AGH University of Science and Technology,17,358.24
256,University of Malta,6,358.0
257,Indian Institute of Technology Madras,9,356.89
258,Ulm University of Applied Sciences,26,354.23
259,Rzeszów University of Technology,12,352.0
260,Tokyo University of Agriculture and Technology,14,351.71
261,Université du Québec à Trois-Rivières,23,351.52
262,University of North Carolina at Charlotte,17,351.12
263,University of Texas at Austin,21,350.62
264,Dwarkadas. J. Sanghvi College of Engineering,7,348.57
265,École Centrale de Lyon,12,347.33
266,Hochschule RheinMain,16,347.31
267,University of North Texas,8,347.12
268,University of Surrey,7,346.43
269,South Dakota School of Mines and Technology,23,344.09
270,Xiamen University of Technology,3,344.0
271,Duke University,24,343.5
272,The University of Newcastle,14,343.29
273,University of the West of England,10,341.6
274,Osaka Institute of Technology,11,340.0
275,Waseda University,11,339.45
276,Togliatti State University,4,338.0
277,Brigham Young University,3,337.67
278,University of Thessaly,13,337.54
279,Universidade Independente,1,336.0
280,Università degli Studi di Roma La Sapienza,21,335.57
281,Maejo University,1,335.0
282,University of Belgrade (Универзитет у Београду),17,334.82
283,Worcester Polytechnic Institute,16,334.81
284,University of Manitoba,25,334.4
285,University of Alberta,24,333.5
286,Kingston University,2,332.0
287,State University of New York at Buffalo,13,331.31
288,University of Messina,1,331.0
289,Thai-Nichi Institute of Technology,3,330.67
290,MIT World Peace University,3,330.33
291,Institute of Technologists,13,330.31
292,Lawrence Technological University,30,330.27
293,University of Maribor,30,330.23
294,Kogakuin University,13,329.85
295,University of Sheffield,12,329.67
296,Fachhochschule für Wirtschaft und Technik,3,329.0
297,Hanyang University,1,328.0
298,Dr. D. Y. Patil Institute Of Engineering and Technology,2,327.5
299,Milwaukee School of Engineering,9,326.44
300,University of Zagreb,8,324.88
301,Hunan University,4,324.5
302,Recinto Universitario de Mayagüez,3,324.33
303,Instituto Mauá de Tecnologia,11,323.27
304,Marche Polytechnic University,11,323.18
305,University of Southern California,17,322.35
306,Okayama University,15,322.27
307,University of Seville,20,321.95
308,North Carolina Agricultural and Technical State University,3,321.33
309,Rheinisch-Westfälische Technische Hochschule Aachen,20,321.15
310,Harbin Institute of Technology at Weihai,7,320.86
311,Hochschule Pforzheim,15,320.67
312,Hochschule für Technik und Wirtschaft Berlin,17,320.35
313,Universidade Federal do Rio de Janeiro,12,319.92
314,Swansea University,17,318.0
315,University of Glasgow,10,316.5
316,University of Burgundy - ISAT,26,315.35
317,Università degli Studi di Ferrara,3,314.33
318,Università degli Studi di Parma,10,314.3
319,Hokkaido University,12,314.17
320,California State University Chico,7,313.86
321,Queen's University,32,312.38
322,Lafayette College,7,311.0
323,Université de Sherbrooke,19,309.53
324,Sanyo-Onoda City University at Tokyo University of Science,8,307.75
325,West Virginia University,15,306.8
326,Colorado State University,17,306.65
327,Kumoh National Institute of Technology,10,305.4
328,Wayne State University,21,305.38
329,University of Calgary,21,304.33
330,Deggendorf Institute of Technology,4,303.75
331,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,9,303.0
332,PES University,3,303.0
333,Clarkson University,19,302.42
334,Pellissippi State Community College,2,302.0
335,University of Windsor,14,301.93
336,Kansas State University,24,301.29
337,University of Oulu,2,301.0
338,University of North Dakota,13,300.69
339,LeTourneau University,6,300.67
340,Universidade Paulista,11,300.0
341,Seikei University,11,299.73
342,Hochschule Niederrhein,17,299.0
343,Teikyo University,3,299.0
344,Toyota Technical College Nagoya,11,298.91
345,Coventry University,19,298.84
346,Korea University of Technology and Education,3,298.0
347,Tokyo Metropolitan College of Industrial Technology,1,298.0
348,Università degli Studi di Roma Tor Vergata,17,296.82
349,Oklahoma State University - Stillwater,17,296.65
350,Concordia University,18,296.56
351,Université de Versailles-Saint-Quentin-en-Yvelines,3,294.67
352,University of California Los Angeles,6,294.17
353,Østfold University College,1,294.0
354,Technische Universität Ilmenau,2,293.5
355,University of New Hampshire,16,293.19
356,University of Fukui,14,293.0
357,University of Huddersfield,31,292.58
358,Universidade de Lisboa - Instituto Superior Técnico,5,292.0
359,Central Michigan University,5,291.6
360,Università degli Studi della Tuscia,10,291.4
361,Case Western Reserve University,2,290.5
362,Central Piedmont Community College,2,290.5
363,Technological University Dublin,6,290.5
364,University of Delaware,16,290.5
365,University of Technology Sydney,11,289.91
366,University of North Florida,9,289.11
367,University of Evansville,13,288.23
368,Technical University of Liberec,7,288.0
369,Ecole Nationale d'Ingénieurs de Metz,20,287.75
370,California State University Fullerton,11,287.45
371,Washington University in St. Louis,15,287.2
372,Kinki University,16,287.19
373,Embry-Riddle Aeronautical University,5,285.2
374,Tennessee Technological University,13,285.15
375,Linköping University,9,285.0
376,Honda Technical College Kanto,12,284.58
377,University of Southampton,14,284.36
378,Heriot-Watt University,8,284.25
379,Honda Technical College Kansai,22,284.23
380,South Dakota State University,18,283.83
381,University of Liverpool,21,283.43
382,Ryerson University,27,283.15
383,Deakin University,11,282.82
384,SRM Institute of Science and Technology - Kattankulathur,5,282.8
385,University of Central Florida,20,280.65
386,Fachhochschule Hannover,18,280.44
387,University of Colorado at Boulder,16,280.06
388,University of Agder,2,280.0
389,Università degli Studi di Cagliari,4,278.75
390,Gifu University,14,278.14
391,K. J. Somaiya College of Engineering,13,278.08
392,Aichi Institute of Technology,9,277.78
393,Northern Illinois University,17,276.65
394,Gadjah Mada University,8,273.62
395,Kurume Institute of Technology,13,273.54
396,Sardar Patel College of Engineering Mumbai,3,272.33
397,Cégep du Vieux Montréal,8,271.88
398,Lancaster  University,17,269.41
399,De Montfort University,7,269.29
400,Cooper Union,13,269.23
401,Technische Universität Dresden,6,268.33
402,Escola Politécnica da Universidade de São Paulo,9,267.67
403,Carnegie Mellon University,11,266.18
404,Università degli Studi di Napoli Federico II,7,265.29
405,Northwestern University,13,265.15
406,University of Guelph,16,264.94
407,Universidade Federal do Rio Grande do Sul,6,264.83
408,TAMK University of Applied Sciences,22,262.86
409,University of Ontario Institute of Technology,7,262.14
410,University of South Australia,11,261.55
411,Daido Institute of Technology,8,261.0
412,University of Kentucky,6,260.83
413,Cedarville University,7,260.14
414,Santa Clara University,1,260.0
415,Università del Salento,10,257.9
416,Western Michigan University,15,257.53
417,Dalhousie University,11,257.0
418,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,13,257.0
419,Tokyo Metropolitan University,4,256.75
420,Oregon Institute of Technology,9,255.78
421,University of Saskatchewan,19,255.53
422,Lehigh University,21,255.48
423,United States Naval Academy,20,254.95
424,Vanderbilt University,11,254.73
425,John von Neumann University,10,254.6
426,Moscow Polytechnic University,17,253.0
427,Grand Valley State University,5,252.8
428,University of Colorado Denver,7,252.43
429,Montana State University - Bozeman,6,252.33
430,University of Hawaii at Manoa,7,251.86
431,Southern Illinois University Carbondale,11,250.55
432,University College Dublin,4,250.25
433,Shri G.S. Institute of Technology and Science Indore,1,250.0
434,Hiroshima University,8,249.62
435,Instituto Superior de Engenharia de Lisboa,1,249.0
436,Columbia University,16,248.88
437,University of Houston,4,248.25
438,University of Wisconsin-Platteville,14,247.79
439,University of Rijeka,10,247.3
440,FH Campus Wien,12,247.0
441,Silesian University of Technology,6,246.5
442,University of Hartford,20,246.0
443,King Mongkut's Institute of Technology Ladkrabang,7,245.14
444,Fachhochschule Aachen,23,245.09
445,Lakehead University,12,244.83
446,Niigata University,11,244.45
447,Bauman Moscow State Technical University,10,244.4
448,Penn State Harrisburg,4,244.25
449,Marathwada Mitra Mandal's College of Engineering,1,244.0
450,Delhi Technological University,10,243.9
451,University of Louisville,12,242.83
452,TECNUN - University of Navarra,15,242.4
453,Southern Methodist University,3,242.33
454,Mississippi State University,13,242.15
455,Wichita State University,12,240.92
456,Universidade Federal de São João del Rei,5,240.0
457,University of Portland,1,240.0
458,Saarland University,15,239.6
459,Union College,3,238.67
460,McMaster University,13,236.62
461,Technische Universität Kaiserslautern,9,236.22
462,Manipal Academy of Higher Education,12,236.17
463,University of California Irvine,16,235.75
464,University of Warwick,16,235.56
465,Escola Politècnica Superior d'Enginyeria de Manresa,10,235.2
466,Polytechnic Institute of Leiria,5,235.0
467,Aalborg University,13,230.92
468,University of Sussex,13,230.62
469,Old Dominion University,13,229.38
470,Hochschule Mannheim,10,229.1
471,Flinders University,4,229.0
472,Universidad Politécnica de Madrid (UPM),17,228.0
473,University of Maine,2,228.0
474,University of Puerto Rico,10,227.8
475,Colorado School of Mines,17,227.12
476,Texas Tech University,10,227.1
477,Hochschule Heilbronn,17,227.0
478,Otto-von-Guericke-Universität Magdeburg,13,226.85
479,Bradley University,22,226.55
480,WIZ International College of Information and Technology,1,226.0
481,University of California Davis,9,224.67
482,Sepuluh Nopember Institute of Technology,6,222.33
483,VIT University - Chennai,6,221.83
484,KLE Technological University,1,221.0
485,Hochschule Bonn-Rhein-Sieg,3,220.0
486,VIT University - Vellore,11,219.82
487,University of Wolverhampton,6,219.17
488,Florida Institute of Technology,12,218.42
489,Ruhr-Universität Bochum,18,218.39
490,Indian Institute of Technology Roorkee,1,218.0
491,Université du Québec à Chicoutimi,18,217.0
492,University of Manchester,11,215.64
493,R.V.College of Engineering,17,215.18
494,Portland State University,12,214.92
495,National Taipei University of Technology,3,213.67
496,Ain Shams University,6,213.5
497,York College of Pennsylvania,13,212.23
498,Arizona State University,11,212.09
499,Taylor's University,2,212.0
500,Manchester Metropolitan University,13,211.38
501,Nirma University,1,211.0
502,Universiti Teknologi MARA,1,211.0
503,United States Air Force Academy,19,210.79
504,University of Louisiana at Lafayette,4,210.25
505,University of Central Lancashire,15,209.8
506,University of Arizona,18,209.33
507,Reykjavík University,4,208.0
508,St. Cloud State University,8,207.38
509,Chulalongkorn University,2,207.0
510,Binghamton University,3,206.0
511,Thakur College of Engineering and Technology,1,206.0
512,Instituto Tecnológico de Chihuahua,16,205.62
513,Monroe County Community College,9,204.33
514,University of British Columbia - Okanagan,5,204.2
515,University of Moratuwa,2,203.0
516,California State University Los Angeles,6,202.83
517,Universidad Nacional Autónoma de México,12,202.75
518,University of Ottawa,5,201.0
519,Università degli Studi di Catania,2,201.0
520,Universitatea Transilvania din Braşov,23,200.61
521,University of California Santa Barbara,2,200.0
522,Victoria University Australia,5,199.4
523,University Carlos III of Madrid,11,199.36
524,University of Malaga,5,199.0
525,Hokkaido Automotive Engineering College,1,198.0
526,Florida International University,7,197.43
527,University of Southern Denmark,5,195.2
528,Gdańsk University of Technology,8,195.12
529,Escola Universitària Salesiana de Sarrià (UAB),5,195.0
530,Hoseo University,3,194.67
531,Warsaw University of Technology,13,194.54
532,University of Wyoming,4,194.25
533,Yeungnam University College,22,194.0
534,Universidad Europea de Madrid,19,193.32
535,University of Texas at San Antonio,15,192.2
536,University of Patras,6,192.0
537,Stevens Institute of Technology,9,191.89
538,University of Split,5,191.6
539,Pittsburg State University,4,189.75
540,Kyushu Sangyo University,1,189.0
541,Washington State University,10,189.0
542,San Diego State University,16,188.5
543,Slovak University of Technology in Bratislava,10,188.4
544,PSG College of Technology,4,188.25
545,University of Minnesota Duluth,6,188.17
546,G.V.Acharya Institute of Engineering &amp; Technology,1,188.0
547,University of Utah,14,187.86
548,University of Dundee,6,187.67
549,Purdue University - Northwest,5,187.2
550,Arab Academy for Science Technology &amp; Maritime Transport (AASTMT),1,186.0
551,The University of Texas at Dallas,3,185.0
552,University of Illinois at Chicago,16,184.5
553,Aston University,18,184.33
554,Hiroshima Institute of Technology,6,184.17
555,University of the Basque Country,6,184.0
556,Universidad Central de Venezuela,10,183.6
557,SRM Institute of Science and Technology NCR Campus,2,183.5
558,University of Perugia,5,183.2
559,Pune Vidyarti Griha's college of Engineering and Technology,1,183.0
560,J.C. Bose University of Science and Technology YMCA,2,182.0
561,College of Industrial Technology Nihon University,11,181.82
562,Birmingham City University,8,181.5
563,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),3,181.0
564,Colorado Mesa University,6,180.5
565,Okayama University of Science,8,180.5
566,Berlin School of Economics,3,180.33
567,Tel Aviv University,5,180.2
568,National University of Sciences and Technology - Karachi,5,179.8
569,Fachhochschule Dortmund,14,179.64
570,Newcastle University,3,179.33
571,California State University Fresno,9,179.0
572,Temple University,21,178.48
573,Bergische Universität Wuppertal,11,178.18
574,Tsinghua University,1,178.0
575,Imperial College London,6,177.5
576,Isfahan University of Technology,1,176.0
577,Symbiosis Institute of Technology,2,176.0
578,Indian Institute of Technology Kanpur,2,175.0
579,National Institute of Technology - Kurukshetra,2,175.0
580,Universidad del Zulia,3,174.67
581,Cape Peninsula University of Technology,2,174.5
582,Marquette University,11,173.73
583,California State University Long Beach,8,173.5
584,Guangxi University of Science and Technology,1,173.0
585,The University of Kitakyushu,5,173.0
586,Universidad Politecnica Salesiana,1,172.0
587,Syracuse University,8,171.5
588,Koblenz University of Applied Science,1,171.0
589,University of Ulster,15,169.8
590,Technische Hochschule Lübeck,6,169.67
591,Virginia Commonwealth University,1,169.0
592,University of Edinburgh,6,168.33
593,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,1,168.0
594,University of Miskolc,5,167.6
595,Ana G. Méndez University - Gurabo,2,167.5
596,Indian Institute of Technology Bombay,2,167.5
597,UNESP - Campus de Ilha Solteira,7,167.0
598,University of the West of Scotland,3,167.0
599,Indian Institute of Technology Kharagpur,4,166.75
600,Miami University,3,166.0
601,Tokyo Institute of Technology,2,166.0
602,Memorial University of Newfoundland,4,165.75
603,North Dakota State University,9,165.44
604,Universidad Iberoamericana,2,164.0
605,Universidade de Brasília,7,164.0
606,Universidad Panamericana Sede México,6,163.83
607,Sebelas Maret University,2,163.5
608,Technische Universität Dortmund,15,163.0
609,Universidad Nacional Experimental Politécnica,3,162.67
610,Gunma University,2,161.5
611,Tottori University,9,161.44
612,Ferris State University,11,161.18
613,University of Ljubljana,2,161.0
614,University of Cambridge,18,160.56
615,Universidade Federal de Itajubá - Itajubá,6,160.5
616,Universidade Federal do Paraná,2,158.5
617,Sheffield Hallam University,15,158.13
618,Birla Institute of Technology Mesra,4,158.0
619,Nicholls State University,1,157.0
620,University of South Carolina,2,157.0
621,Lovely Professional University,2,156.0
622,Southern Illinois University Edwardsville,6,155.17
623,Universidad de Vigo,13,154.54
624,University of Portsmouth,15,154.47
625,Belgorod state technological university named after V. G. Shukhov,3,154.0
626,Graphic Era University,1,154.0
627,Iran University of Science and Technology - Arak,1,154.0
628,Universidade Federal do Ceará,1,153.0
629,Politecnico di Bari,10,152.2
630,Faculty of Textile Science &amp; Technology. Shinshu University,5,151.4
631,Aligarh Muslim University,4,151.25
632,Zhejiang University City College,1,151.0
633,National Institute of Technology - Karnataka,3,150.67
634,Rajarambapu Institute of Technology,2,150.0
635,HAN University of Applied Sciences,4,149.5
636,University of Nottingham,6,149.0
637,Vidyavardhini's College of Engineering and Technology,2,149.0
638,Thapar Institute of Engineering and Technology,12,148.92
639,Universidad Rey Juan Carlos,7,148.71
640,Polo Universitario de Volta Redonda - Universidade Federal Fluminense,5,148.4
641,Hochschule Offenburg,5,147.6
642,Universidad Autónoma del Estado de México,12,147.17
643,DHA Suffa University,1,146.0
644,Nelson Mandela Metropolitan University,1,146.0
645,Vishwakarma Institute of Information Technology,4,146.0
646,Universität der Bundeswehr München,5,145.6
647,University of Alabama at Birmingham,1,145.0
648,University of St. Thomas,4,142.75
649,Ural State University of Railway Transport,8,142.12
650,University of Delhi,3,142.0
651,Meisei University,14,141.79
652,Universidade Tecnológica Federal do Paraná,5,140.8
653,Universidade Federal Fluminense - Niterói,11,140.73
654,FAMU-FSU College of Engineering,6,140.17
655,Rajendra Mane College of Engineering and Technology,2,140.0
656,University Politehnica Of Bucharest,2,140.0
657,Middle East Technical University,3,139.67
658,São Paulo State University - UNESP - Bauru,4,139.0
659,Amrita School of Engineering Coimbatore,3,138.0
660,University of Alabama in Huntsville,2,138.0
661,Chiba Institute of Technology,8,137.88
662,Universidad Metropolitana,7,137.86
663,Fr Conceicao Rodrigues College of Engineering,3,137.67
664,Technological Educational Institute of Western Macedonia,2,137.5
665,Polytechnic Institute of New York University,5,137.4
666,Shanghai Jiao Tong University,1,137.0
667,BITS Pilani KK Birla Goa Campus,2,136.0
668,Nagesh Karajagi Orchid College Of Engineering &amp; Technology,1,136.0
669,RMD Sinhgad School of Engineering,1,136.0
670,Leibniz Universität Hannover,4,135.25
671,Universidad Interamericana de Puerto Rico,1,135.0
672,University of Cadiz,6,134.67
673,Peoples' Friendship University of Russia,8,133.25
674,James Cook University,2,133.0
675,Cairo University,6,132.83
676,Western Sydney University,2,132.5
677,Indian Institute of Technology Dhanbad,1,132.0
678,Loyola Marymount University,3,132.0
679,Kochi University of Technology,4,131.5
680,Brandenburgische Technische Universität Cottbus,7,131.14
681,Universidade Federal de Santa Catarina,7,130.57
682,Birla Institute of Technology &amp; Science  Pilani,5,130.0
683,Ramaiah Institute of Technology,5,130.0
684,University of Exeter,7,129.29
685,Bhartiya Institute of Engineering and Technology,1,129.0
686,Ceylon-German Technical Training Institute,1,129.0
687,University College London,7,128.86
688,University of Salford,3,128.67
689,Polytechnic University of Puerto Rico,6,128.33
690,Instituto Superior de Engenharia de Coimbra,1,128.0
691,PES Institute of Technology,2,127.0
692,Technical University of Sofia,4,126.5
693,Universidad Politécnica de Cartagena,4,126.25
694,Universidade Estadual Paulista - Guaratinguetá,9,126.22
695,Setsunan University,10,126.1
696,Helwan University (‏جامعة حلوان),1,126.0
697,Kunsan National University,2,126.0
698,Liaoning University of Technology,1,126.0
699,The National Institute of Engineering Mysore,3,126.0
700,National Institute of Technology - Rourkela,2,125.5
701,Middle Tennessee State University,4,125.25
702,Sri Venkateswara College of Engineering,4,125.25
703,Cherepovets State University,1,125.0
704,City University London,14,125.0
705,Shizuoka Professional College of Automobile Technology,6,124.83
706,University of Southern Queensland,5,124.8
707,Southern Taiwan University of Technology,6,124.67
708,Kakatiya Institute of Technology and Science Warangal,1,124.0
709,MCT's Rajiv Gandhi Institute of Technology,3,124.0
710,University of Derby,1,124.0
711,Hacettepe University,4,123.0
712,Indian Institute of Technology Delhi,4,122.25
713,University of Brighton,1,122.0
714,École nationale d'aérotechnique,1,122.0
