Rank,University,Points
1,Maejo University,127.27
2,Texas A&M University,123.27
3,University of Texas at Arlington,118.33
4,Universidad LaSalle,113.23
5,Yokohama National University,112.61
6,GFR DHBW Ravensburg & Oregon State University,111.98
7,Universität Stuttgart,109.82
8,Missouri University of Science and Technology,109.75
9,Kyoto Institute of Technology,109.22
10,Centro Universitário da FEI,105.56
11,Kyoto University,105.53
12,ETH Zürich,104.17
13,Ibaraki University,104.09
14,Technical University of Munich,103.21
15,Nihon Automobile College,101.79
16,TU Delft,101.24
17,University of Wollongong,101.13
18,Pimpri Chinchwad College Of Engineering,100.0
19,University of Washington,99.73
20,Rochester Institute of Technology,99.51
21,Nagoya Institute of Technology,99.36
22,Technische Universität Graz,99.34
23,École de Technologie Superieure,97.77
24,Helsinki Metropolia University of Applied Sciences,97.47
25,Cornell University,97.3
26,Monash University,97.04
27,University of Wisconsin-Madison,96.41
28,Siam University,96.07
29,Utsunomiya University,94.09
30,University of Western Australia,92.29
31,Jilin University,91.92
32,Chiba University,91.13
33,Nagoya University,90.69
34,University of Florida,90.44
35,Sophia University,90.21
36,Oregon State University,89.62
37,University of Illinois at Urbana-Champaign,89.15
38,University of Michigan - Ann Arbor,89.1
39,King Mongkut's University of Technology Thonburi,88.74
40,San José State University,88.44
41,Shibaura Institute of Technology,88.34
42,Fachhochschule Joanneum Graz,88.03
43,Hochschule Esslingen,87.78
44,Osaka University,87.39
45,Swinburne University of Technology,87.06
46,University of Kansas,86.69
47,Escola de Engenharia de São Carlos da Universidade de São Paulo,86.68
48,Michigan State University,85.93
49,The Ohio State University,85.34
50,Centro Universitário Facens,85.02
51,Shizuoka Institute of Science and Technology,84.93
52,Ajou University,84.61
53,Prince of Songkla University,83.65
54,Westsächsische Hochschule Zwickau,83.6
55,Czech Technical University in Prague,83.55
56,Oxford Brookes University,83.35
57,Georgia Institute of Technology,83.02
58,Universitas Negeri Yogyakarta,82.92
59,The University of Akron,82.79
60,Kanazawa Institute of Technology,82.02
61,Hanyang University,82.0
62,Tallinn TU UAS,81.99
63,RMIT University,81.3
64,University of Missouri,81.05
65,California State University Northridge,80.68
66,Karlsruhe Institute of Technology,80.66
67,Virginia Polytechnic Institute and State University,80.5
68,The University of Tokyo,80.24
69,Technische Universität Braunschweig,79.94
70,Nippon Institute of Technology,79.92
71,Kasetsart University,79.68
72,Dartmouth College,79.6
73,University of Auckland,79.49
74,Liaoning University of Technology,79.19
75,Purdue University - West Lafayette,77.55
76,Chalmers University of Technology,77.19
77,University of California Berkeley,76.99
78,Auburn University,76.68
79,Beijing Institute of Technology,76.52
80,Kookmin University,76.41
81,California State Polytechnic University Pomona,75.55
82,Tokyo City University,75.48
83,Western Washington University,75.12
84,University of Canterbury,74.8
85,Instituto Tecnológico de Buenos Aires,74.7
86,Kobe University,74.67
87,Osaka Sangyo University,74.12
88,Universität Kassel,74.09
89,Edith Cowan University,73.79
90,Hochschule für Angewandte Wissenschaften Hamburg,73.7
91,Technische Universität Bergakademie Freiberg,73.4
92,Tokyo Institute of Technology,73.25
93,Shizuoka University,73.22
94,Santa Clara University,73.09
95,University of Cincinnati,72.88
96,Clemson University,72.86
97,Universidade Federal de Minas Gerais,72.77
98,Hope College,72.48
99,École Polytechnique de Montréal,72.16
100,University of New Mexico,71.55
101,University of Minnesota Twin Cities,70.94
102,University of Bath,70.83
103,Pennsylvania State University,70.8
104,Hochschule Karlsruhe,70.63
105,Politecnico di Torino,70.63
106,Western University,70.25
107,Università degli studi di Padova,70.2
108,University of Maryland,70.1
109,University of Oklahoma,69.89
110,Tokai University,69.71
111,University of West Bohemia,69.71
112,Kanazawa University,69.49
113,Universitat Politécnica de Valéncia,69.48
114,University of Toledo,69.41
115,Fachhochschule Coburg,69.18
116,Brno University of Technology,69.17
117,University of Toronto,69.14
118,Rensselaer Polytechnic Institute,69.09
119,University of Waterloo,68.76
120,Technische Universität Darmstadt,67.3
121,Toyohashi University of Technology,67.13
122,Instituto Superior de Engenharia de Lisboa,66.99
123,Rose-Hulman Institute of Technology,66.81
124,University of Nebraska–Lincoln,66.41
125,Technische Universität Berlin,65.86
126,University Of Hertfordshire,65.72
127,University of Modena and Reggio Emilia,65.42
128,Griffith University,65.3
129,Ritsumeikan University,65.07
130,McGill University,64.93
131,North Carolina State University,64.59
132,Doshisha University,64.51
133,University of New South Wales,64.44
134,Technische Hochschule Köln,64.42
135,Friedrich-Alexander-Universität Erlangen-Nürnberg,64.09
136,Guangxi University of Science and Technology,64.03
137,Hubei University of Automotive Technology,64.0
138,Waseda University,63.45
139,Indiana University – Purdue University Indianapolis,63.25
140,Duale Hochschule Baden-Württemberg Ravensburg,63.06
141,Białystok University of Technology,62.6
142,Hokkaido University,62.52
143,Technische Universität Wien,62.45
144,Kyushu Institute of Technology,62.32
145,Széchenyi István University,62.25
