Rank,University,Lowest Place,Number of Lowest Place
1,Universität Stuttgart,1.0,23
2,GFR DHBW Ravensburg &amp; Oregon State University,1.0,16
3,Hochschule Esslingen,1.0,10
4,Monash University,1.0,8
5,Centro Universitário da FEI,1.0,6
6,Cornell University,1.0,6
7,Fachhochschule Joanneum Graz,1.0,6
8,RMIT University,1.0,6
9,Technische Universität Graz,1.0,6
10,Texas A&amp;M University,1.0,5
11,Czech Technical University in Prague,1.0,4
12,Technical University of Munich,1.0,4
13,University of Michigan - Ann Arbor,1.0,4
14,University of Wollongong,1.0,4
15,Fachhochschule Coburg,1.0,3
16,Gujarat Technological University,1.0,3
17,Hochschule für Angewandte Wissenschaften Hamburg,1.0,3
18,Hochschule Karlsruhe - Technik und Wirtschaft,1.0,3
19,University of Toronto,1.0,3
20,École de Technologie Superieure,1.0,3
21,Alma Mater Studiorum - Università di Bologna,1.0,2
22,Centro Universitário Facens,1.0,2
23,Kokushikan University,1.0,2
24,Kyoto Institute of Technology,1.0,2
25,Missouri University of Science and Technology,1.0,2
26,Nagoya Institute of Technology,1.0,2
27,Politecnico di Milano,1.0,2
28,Rochester Institute of Technology,1.0,2
29,The University of Akron,1.0,2
30,TU Delft,1.0,2
31,Universitat Politécnica de Valéncia,1.0,2
32,University of Illinois at Urbana-Champaign,1.0,2
33,University of Leeds,1.0,2
34,University of Texas at Arlington,1.0,2
35,University of Western Australia,1.0,2
36,Auburn University,1.0,1
37,Brno University of Technology,1.0,1
38,Brunel University London,1.0,1
39,California State Polytechnic University Pomona,1.0,1
40,Chalmers University of Technology,1.0,1
41,Escola de Engenharia de São Carlos da Universidade de São Paulo,1.0,1
42,Friedrich-Alexander-Universität Erlangen-Nürnberg,1.0,1
43,Hochschule Darmstadt UAS,1.0,1
44,K. J. Somaiya College of Engineering,1.0,1
45,Kobe University,1.0,1
46,Kyoto University,1.0,1
47,Nagoya University,1.0,1
48,Oregon State University,1.0,1
49,Oxford Brookes University,1.0,1
50,Ritsumeikan University,1.0,1
51,San José State University,1.0,1
52,Sophia University,1.0,1
53,Swinburne University of Technology,1.0,1
54,Technische Universität Berlin,1.0,1
55,The University of Tokyo,1.0,1
56,Tokyo Denki University,1.0,1
57,Universidade Federal do Rio Grande do Sul,1.0,1
58,University of Bath,1.0,1
59,University of Birmingham,1.0,1
60,University of Kansas,1.0,1
61,University of Malta,1.0,1
62,University of Melbourne,1.0,1
63,University of Modena and Reggio Emilia,1.0,1
64,University of New South Wales,1.0,1
65,University of Queensland,1.0,1
66,University of Sheffield,1.0,1
67,University of Toledo,1.0,1
68,University of Waikato,1.0,1
69,University of Washington,1.0,1
70,University of Wisconsin-Madison,1.0,1
71,Universität Kassel,1.0,1
72,Western University,1.0,1
73,Karlsruhe Institute of Technology,2.0,3
74,Wroclaw University of Technology,2.0,3
75,Edith Cowan University,2.0,2
76,Georgia Institute of Technology,2.0,2
77,Michigan State University,2.0,2
78,Politecnico di Torino,2.0,2
79,Széchenyi István University,2.0,2
80,Tallinn TU UAS,2.0,2
81,Technische Hochschule Mittelhessen,2.0,2
82,Universidade Estadual de Campinas,2.0,2
83,Universidade Federal de Santa Maria,2.0,2
84,University of Florida,2.0,2
85,University of Oklahoma,2.0,2
86,Yokohama National University,2.0,2
87,Białystok University of Technology,2.0,1
88,Budapest University of Technology and Economics,2.0,1
89,Cardiff University Wales,2.0,1
90,Carleton University,2.0,1
91,COEP Technological University ,2.0,1
92,College of Science and Technology Nihon University,2.0,1
93,Curtin University,2.0,1
94,Drexel University,2.0,1
95,Ecole Nationale d'Ingénieurs de Metz,2.0,1
96,Griffith University,2.0,1
97,Ibaraki University,2.0,1
98,Indian Institute of Technology Madras,2.0,1
99,Kanazawa University,2.0,1
100,Lund University,2.0,1
101,Osaka University,2.0,1
102,Purdue University - West Lafayette,2.0,1
103,Rensselaer Polytechnic Institute,2.0,1
104,Rose-Hulman Institute of Technology,2.0,1
105,Shibaura Institute of Technology,2.0,1
106,SRM Institute of Science and Technology - Kattankulathur,2.0,1
107,Staffordshire University,2.0,1
108,TAMK University of Applied Sciences,2.0,1
109,Technische Universität Darmstadt,2.0,1
110,Tongji University,2.0,1
111,Universidad LaSalle,2.0,1
112,Universidade Federal de Minas Gerais,2.0,1
113,Universidade Paulista,2.0,1
114,University of Aberdeen,2.0,1
115,University of Applied Sciences Ravensburg-Weingarten,2.0,1
116,University of Central Lancashire,2.0,1
117,University Of Hertfordshire,2.0,1
118,University of Maryland,2.0,1
119,University of Missouri,2.0,1
120,University of Wales Trinity Saint David,2.0,1
121,Università degli Studi di Firenze,2.0,1
122,Villanova University,2.0,1
123,Vishwakarma Institute of Technology,2.0,1
124,École Polytechnique de Montréal,2.0,1
125,Università degli studi di Padova,3.0,3
126,Centro Federal de Educação Tecnológica de Minas Gerais,3.0,2
127,Fachhochschule Stralsund,3.0,2
128,Helsinki Metropolia University of Applied Sciences,3.0,2
129,Iowa State University,3.0,2
130,Toyohashi University of Technology,3.0,2
131,Universidade Federal do Rio de Janeiro,3.0,2
132,University of Malaga,3.0,2
133,Virginia Polytechnic Institute and State University,3.0,2
134,Aristotle University of Thessaloniki,3.0,1
135,Czech University of Life Sciences Prague,3.0,1
136,Delhi Technological University,3.0,1
137,ETH Zürich,3.0,1
138,Fachhochschule Konstanz,3.0,1
139,Fachhochschule München,3.0,1
140,Instituto Mauá de Tecnologia,3.0,1
141,Instituto Tecnológico de Buenos Aires,3.0,1
142,Kansas State University,3.0,1
143,Karlstad University,3.0,1
144,Kingston University,3.0,1
145,KTH Royal Institute of Technology,3.0,1
146,Manipal Academy of Higher Education,3.0,1
147,Nihon Automobile College,3.0,1
148,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),3.0,1
149,Ostbayerische Technische Hochschule Regensburg,3.0,1
150,Swansea University,3.0,1
151,Technische Universität Braunschweig,3.0,1
152,The Ohio State University,3.0,1
153,Tokyo City University,3.0,1
154,Ulm University of Applied Sciences,3.0,1
155,University of Canterbury,3.0,1
156,University of Cincinnati,3.0,1
157,University of Connecticut,3.0,1
158,University of Glasgow,3.0,1
159,University of Maribor,3.0,1
160,University of Minnesota Twin Cities,3.0,1
161,University of Seville,3.0,1
162,University of Sydney,3.0,1
163,Università della Calabria,3.0,1
164,Université Laval,3.0,1
165,Yıldız Technical University,3.0,1
166,Tokai University,4.0,3
167,University of Auckland,4.0,2
168,Chiba University,4.0,1
169,De Montfort University,4.0,1
170,Doshisha University,4.0,1
171,Dr. D. Y. Patil Institute Of Engineering and Technology,4.0,1
172,Dwarkadas. J. Sanghvi College of Engineering,4.0,1
173,Escola Politècnica Superior d'Enginyeria de Manresa,4.0,1
174,Escola Politécnica da Universidade de São Paulo,4.0,1
175,Kanagawa Institute of Technology,4.0,1
176,Kinki University,4.0,1
177,Loughborough University,4.0,1
178,McGill University,4.0,1
179,Osaka Sangyo University,4.0,1
180,Pennsylvania State University,4.0,1
181,PES University,4.0,1
182,Poznan University of Technology,4.0,1
183,São Paulo State University - UNESP - Bauru,4.0,1
184,Technische Hochschule Ostwestfalen-Lippe,4.0,1
185,The University of Michigan-Dearborn,4.0,1
186,UAS Kempten,4.0,1
187,Universidade Independente,4.0,1
188,University of Adelaide,4.0,1
189,University of Belgrade (Универзитет у Београду),4.0,1
190,University of Fukui,4.0,1
191,University of Pittsburgh,4.0,1
192,University of Rijeka,4.0,1
193,University of South Florida,4.0,1
194,University of West Bohemia,4.0,1
195,Universität Paderborn,4.0,1
196,Western Washington University,4.0,1
197,Westsächsische Hochschule Zwickau,4.0,1
198,Aalborg University,5.0,1
199,Aston University,5.0,1
200,Australian National University,5.0,1
201,California State University Northridge,5.0,1
202,California State University Sacramento,5.0,1
203,Clemson University,5.0,1
204,Dartmouth College,5.0,1
205,Kookmin University,5.0,1
206,Liverpool John Moores University,5.0,1
207,Oakland University,5.0,1
208,Okayama University of Science,5.0,1
209,PSG College of Technology,5.0,1
210,Queensland University of Technology,5.0,1
211,Ryerson University,5.0,1
212,Rzeszów University of Technology,5.0,1
213,Smt. Kashibai Navale College of Engineering,5.0,1
214,UAS Würzburg-Schweinfurt,5.0,1
215,Universidad de Vigo,5.0,1
216,Universidade de Lisboa - Instituto Superior Técnico,5.0,1
217,Universitatea Transilvania din Braşov,5.0,1
218,University College Dublin,5.0,1
219,University of Burgundy - ISAT,5.0,1
220,University of California Los Angeles,5.0,1
221,University of New South Wales - Australian Defence Force Academy,5.0,1
222,University of North Carolina at Charlotte,5.0,1
223,University of the West of England,5.0,1
224,Università degli Studi di Roma Tor Vergata,5.0,1
225,Utsunomiya University,5.0,1
226,VŠB - Technical University of Ostrava,5.0,1
227,California State Polytechnic University - San Luis Obispo,6.0,2
228,Hochschule Pforzheim,6.0,2
229,Technische Universität Bergakademie Freiberg,6.0,2
230,University of Huddersfield,6.0,2
231,University of Tasmania,6.0,2
232,Aligarh Muslim University,6.0,1
233,Ben-Gurion University of the Negev,6.0,1
234,Clarkson University,6.0,1
235,Deakin University,6.0,1
236,Fachhochschule Hannover,6.0,1
237,FH Campus Wien,6.0,1
238,Heriot-Watt University,6.0,1
239,Hochschule Heilbronn,6.0,1
240,Hochschule RheinMain,6.0,1
241,Honda Technical College Kansai,6.0,1
242,Kettering University,6.0,1
243,Kyushu Institute of Technology,6.0,1
244,Lawrence Technological University,6.0,1
245,Massachusetts Institute of Technology,6.0,1
246,North Carolina State University,6.0,1
247,Osaka City University,6.0,1
248,Queen's University Belfast,6.0,1
249,Ruhr-Universität Bochum,6.0,1
250,Rutgers The State University of New Jersey,6.0,1
251,Stevens Institute of Technology,6.0,1
252,Technische Hochschule Köln,6.0,1
253,Technische Universität Wien,6.0,1
254,Tokyo University of Agriculture and Technology,6.0,1
255,Universidade Federal de Itajubá - Itajubá,6.0,1
256,University of Alberta,6.0,1
257,University of New Mexico,6.0,1
258,University of Southampton,6.0,1
259,University of Waterloo,6.0,1
260,Università di Pisa,6.0,1
261,Université du Québec à Trois-Rivières,6.0,1
262,VIT University - Chennai,6.0,1
263,Meijo University,7.0,2
264,University of Calgary,7.0,2
265,Brown University,7.0,1
266,Concordia University,7.0,1
267,Democritus University of Thrace,7.0,1
268,Hochschule Niederrhein,7.0,1
269,John von Neumann University,7.0,1
270,Kanazawa Institute of Technology,7.0,1
271,Keio University,7.0,1
272,King Mongkut's University of Technology Thonburi,7.0,1
273,National Institute of Technology - Kurukshetra,7.0,1
274,National Technical University of Athens,7.0,1
275,Nippon Institute of Technology,7.0,1
276,Oregon Institute of Technology,7.0,1
277,Ostfalia University of Applied Sciences,7.0,1
278,Otto-von-Guericke-Universität Magdeburg,7.0,1
279,Rajarambapu Institute of Technology,7.0,1
280,Saarland University,7.0,1
281,Shizuoka University,7.0,1
282,South Dakota School of Mines and Technology,7.0,1
283,State University of New York at Buffalo,7.0,1
284,Technical University of Liberec,7.0,1
285,Technion - Israel Institute of Technology,7.0,1
286,The University of Newcastle,7.0,1
287,UNESP - Campus de Ilha Solteira,7.0,1
288,Universidade Federal de Santa Catarina,7.0,1
289,Universidade Tecnológica Federal do Paraná,7.0,1
290,University College London,7.0,1
291,University of Alabama,7.0,1
292,University of California Berkeley,7.0,1
293,University of Louisville,7.0,1
294,University of Technology Sydney,7.0,1
295,University of Texas at Austin,7.0,1
296,Università degli Studi della Tuscia,7.0,1
297,Università degli Studi di Roma La Sapienza,7.0,1
298,Worcester Polytechnic Institute,7.0,1
299,AGH University of Science and Technology,8.0,2
300,Shizuoka Institute of Science and Technology,8.0,2
301,University of Nebraska–Lincoln,8.0,2
302,Coventry University,8.0,1
303,Fachhochschule für Wirtschaft und Technik,8.0,1
304,Gdańsk University of Technology,8.0,1
305,Helmut Schmidt Universität  Universität der Bundeswehr Hamburg,8.0,1
306,Hochschule für Technik und Wirtschaft Mittweida,8.0,1
307,Hope College,8.0,1
308,Manchester Metropolitan University,8.0,1
309,Marche Polytechnic University,8.0,1
310,McMaster University,8.0,1
311,Minnesota State University Mankato,8.0,1
312,Polo Universitario de Volta Redonda - Universidade Federal Fluminense,8.0,1
313,Siam University,8.0,1
314,South Dakota State University,8.0,1
315,Technische Universität Dortmund,8.0,1
316,Universidade de Brasília,8.0,1
317,Universidade Federal de Itajubá - Itabira,8.0,1
318,Universidade Federal de São João del Rei,8.0,1
319,Universidade Federal Fluminense - Niterói,8.0,1
320,University of Idaho,8.0,1
321,University of Louisiana at Lafayette,8.0,1
322,University of the Basque Country,8.0,1
323,Hochschule Mannheim,9.0,2
324,University of California San Diego,9.0,2
325,University of Oulu,9.0,2
326,California Baptist University,9.0,1
327,California State University Chico,9.0,1
328,Colorado State University,9.0,1
329,Cégep du Vieux Montréal,9.0,1
330,Fachhochschule Kiel,9.0,1
331,Linköping University,9.0,1
332,Louisiana State University,9.0,1
333,Milwaukee School of Engineering,9.0,1
334,North Carolina Agricultural and Technical State University,9.0,1
335,Universidad Simón Bolívar,9.0,1
336,Universidade Estadual Paulista - Guaratinguetá,9.0,1
337,University of British Columbia - Vancouver,9.0,1
338,University of South Australia,9.0,1
339,Università degli Studi di Parma,9.0,1
340,Universität Bayreuth,9.0,1
341,Universität Siegen,9.0,1
342,Université de Sherbrooke,9.0,1
343,Flinders University,10.0,2
344,Tokyo University of Science,10.0,2
345,Bergische Universität Wuppertal,10.0,1
346,California State University Fullerton,10.0,1
347,Duale Hochschule Baden-Württemberg Ravensburg,10.0,1
