Rank,University,Lowest Place,Number of Lowest Place
348,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,10.0,1
349,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,10.0,1
350,Fachhochschule Aachen,10.0,1
351,Fachhochschule Osnabrück,10.0,1
352,Hochschule für Technik und Wirtschaft Berlin,10.0,1
353,Honda Technical College Kanto,10.0,1
354,King Mongkut's Institute of Technology Ladkrabang,10.0,1
355,Meisei University,10.0,1
356,Michigan Technological University,10.0,1
357,Saginaw Valley State University,10.0,1
358,Seikei University,10.0,1
359,Technische Universität Dresden,10.0,1
360,TECNUN - University of Navarra,10.0,1
361,Tokyo Metropolitan College of Industrial Technology,10.0,1
362,Universidad Europea de Madrid,10.0,1
363,University of Surrey,10.0,1
364,University of Texas at San Antonio,10.0,1
365,University of Thessaly,10.0,1
366,Università degli Studi di Napoli Federico II,10.0,1
367,Ural State University of Railway Transport,10.0,1
368,Gheorghe Asachi Technical University of Iaşi,11.0,1
369,Hokkaido University,11.0,1
370,Hubei University of Automotive Technology,11.0,1
371,Instituto Tecnológico de Chihuahua,11.0,1
372,Lancaster  University,11.0,1
373,Oklahoma State University - Stillwater,11.0,1
374,Osaka Institute of Technology,11.0,1
375,Queen's University,11.0,1
376,Reykjavík University,11.0,1
377,Rheinisch-Westfälische Technische Hochschule Aachen,11.0,1
378,Silesian University of Technology,11.0,1
379,Technische Universiteit Eindhoven,11.0,1
380,Togliatti State University,11.0,1
381,Toyota Technical College Nagoya,11.0,1
382,Universidad Rey Juan Carlos,11.0,1
383,University of North Texas,11.0,1
384,University of Southern California,11.0,1
385,University of Strathclyde,11.0,1
386,University of Victoria,11.0,1
387,Università del Salento,11.0,1
388,Victoria University Australia,11.0,1
389,Wayne State University,11.0,1
390,Western Sydney University,11.0,1
391,École Centrale de Lyon,11.0,1
392,University of Zagreb,12.0,2
393,Columbia University,12.0,1
394,Duke University,12.0,1
395,Florida Atlantic University,12.0,1
396,Imperial College London,12.0,1
397,Saitama University,12.0,1
398,Union College,12.0,1
399,University of Agder,12.0,1
400,University of Arizona,12.0,1
401,University of Hawaii at Manoa,12.0,1
402,University of Wolverhampton,12.0,1
403,VIT University - Vellore,12.0,1
404,Warsaw University of Technology,12.0,1
405,Wichita State University,12.0,1
406,Waseda University,13.0,2
407,Ferdowsi University of Mashad,13.0,1
408,Kasetsart University,13.0,1
409,Kennesaw State University,13.0,1
410,Sheffield Hallam University,13.0,1
411,Slovak University of Technology in Bratislava,13.0,1
412,Technische Universität Kaiserslautern,13.0,1
413,Technological University Dublin,13.0,1
414,UniSALESIANO Araçatuba,13.0,1
415,Universidade Federal do Paraná,13.0,1
416,Universitat Jaume I,13.0,1
417,Universiti Teknologi MARA,13.0,1
418,University of Central Florida,13.0,1
419,University of Houston,13.0,1
420,University of Warwick,13.0,1
421,University of Yamanashi,13.0,1
422,University of Delaware,14.0,2
423,Bauman Moscow State Technical University,14.0,1
424,Belgorod state technological university named after V. G. Shukhov,14.0,1
425,Escola Universitària Salesiana de Sarrià (UAB),14.0,1
426,Fachhochschule Dortmund,14.0,1
427,Hunan University,14.0,1
428,Institute of Technologists,14.0,1
429,Kogakuin University,14.0,1
430,Portland State University,14.0,1
431,Universidade Federal da Bahia,14.0,1
432,University of Guelph,14.0,1
433,University of Manitoba,14.0,1
434,University of Miskolc,14.0,1
435,University of Nottingham,14.0,1
436,University of Sussex,14.0,1
437,University of Wisconsin-Platteville,14.0,1
438,West Virginia University,14.0,1
439,Aichi Institute of Technology,15.0,1
440,Beijing Institute of Technology,15.0,1
441,Cooper Union,15.0,1
442,Georgia Southern University,15.0,1
443,James Cook University,15.0,1
444,Lafayette College,15.0,1
445,Northwestern University,15.0,1
446,Sanyo-Onoda City University at Tokyo University of Science,15.0,1
447,Taylor's University,15.0,1
448,Technische Hochschule Lübeck,15.0,1
449,Tokyo Metropolitan University,15.0,1
450,University of Brescia,15.0,1
451,University of Hull,15.0,1
452,University of Manchester,15.0,1
453,University of Messina,15.0,1
454,University of Pennsylvania,15.0,1
455,Università degli Studi di Cagliari,15.0,1
456,Colorado School of Mines,16.0,1
457,Daido Institute of Technology,16.0,1
458,Dalhousie University,16.0,1
459,Duale Hochschule Baden-Württemberg Stuttgart,16.0,1
460,Federal University of Paraíba,16.0,1
461,Harbin Institute of Technology at Weihai,16.0,1
462,Indian Institute of Technology Roorkee,16.0,1
463,Moscow State Automobile &amp; Road Technical University - MADI,16.0,1
464,National University of Singapore,16.0,1
465,Okayama University,16.0,1
466,Politecnico di Bari,16.0,1
467,Prince of Songkla University,16.0,1
468,R.V.College of Engineering,16.0,1
469,Universidad Politécnica de Madrid (UPM),16.0,1
470,Universidade Federal de Santa Catarina - Joinville,16.0,1
471,University of California Irvine,16.0,1
472,University of Hartford,16.0,1
473,University of Liverpool,16.0,1
474,University of North Florida,16.0,1
475,University of Patras,16.0,1
476,Gadjah Mada University,17.0,1
477,Hacettepe University,17.0,1
478,Korea University of Technology and Education,17.0,1
479,LeTourneau University,17.0,1
480,Montana State University - Bozeman,17.0,1
481,Moscow Polytechnic University,17.0,1
482,Norwegian University of Science and Technology,17.0,1
483,Shizuoka Professional College of Automobile Technology,17.0,1
484,Syracuse University,17.0,1
485,Technological Educational Institute of Western Macedonia,17.0,1
486,Temple University,17.0,1
487,University of Brighton,17.0,1
488,University of Dundee,17.0,1
489,University of North Dakota,17.0,1
490,University of Ulsan,17.0,1
491,Université de Versailles-Saint-Quentin-en-Yvelines,17.0,1
492,Xiamen University of Technology,17.0,1
493,College of Industrial Technology Nihon University,18.0,1
494,Indiana University – Purdue University Indianapolis,18.0,1
495,Kurume Institute of Technology,18.0,1
496,Monroe County Community College,18.0,1
497,Niigata University,18.0,1
498,Nizhny Novgorod State Technical University,18.0,1
499,Technische Universität Ilmenau,18.0,1
500,Tennessee Technological University,18.0,1
501,Universidad Nacional Autónoma de México,18.0,1
502,Universidade Comunitária Regional de Chapecó,18.0,1
503,University of California Riverside,18.0,1
504,University of Colorado at Boulder,18.0,1
505,University of Evansville,18.0,1
506,University of Split,18.0,1
507,University of Virginia,18.0,1
508,University of Windsor,18.0,1
509,Yeungnam University College,18.0,1
510,Arizona State University,19.0,1
511,Deggendorf Institute of Technology,19.0,1
512,Hiroshima University,19.0,1
513,North Dakota State University,19.0,1
514,Peoples' Friendship University of Russia,19.0,1
515,San Diego State University,19.0,1
516,Universidade Federal de São Carlos,19.0,1
517,Universitas Negeri Yogyakarta,19.0,1
518,University of Cambridge,19.0,1
519,University of Colorado Denver,19.0,1
520,University of Utah,19.0,1
521,Birmingham City University,20.0,1
522,California State University Fresno,20.0,1
523,Luleå University of Technology,20.0,1
524,MIT World Peace University,20.0,1
525,University of California Davis,20.0,1
526,Chiba Institute of Technology,21.0,1
527,Middle Tennessee State University,21.0,1
528,Northern Illinois University,21.0,1
529,Southern Illinois University Carbondale,21.0,1
530,Thai-Nichi Institute of Technology,21.0,1
531,University of Kentucky,21.0,1
532,Vanderbilt University,21.0,1
533,Østfold University College,21.0,1
534,Bradley University,22.0,1
535,California State University Los Angeles,22.0,1
536,Cherepovets State University,22.0,1
537,Faculty of Textile Science &amp; Technology. Shinshu University,22.0,1
538,Hochschule Bonn-Rhein-Sieg,22.0,1
539,Lehigh University,22.0,1
540,Pellissippi State Community College,22.0,1
541,Penn State Harrisburg,22.0,1
542,Santa Clara University,22.0,1
543,Southern Taiwan University of Technology,22.0,1
544,Tottori University,22.0,1
545,University of Moratuwa,22.0,1
546,University of Puerto Rico,22.0,1
547,University of Sunderland,22.0,1
548,Ain Shams University,23.0,1
549,Chungbuk National University,23.0,1
550,City University London,23.0,1
551,Gifu University,23.0,1
552,University of Saskatchewan,23.0,1
553,Washington State University,23.0,1
554,Nelson Mandela Metropolitan University,24.0,1
555,Polytechnic Institute of Leiria,24.0,1
556,Teikyo University,24.0,1
557,University of Southern Denmark,24.0,1
558,Carnegie Mellon University,25.0,1
559,Mississippi State University,25.0,1
560,Old Dominion University,25.0,1
561,The University of Texas at Dallas,25.0,1
562,University of Georgia,25.0,1
563,University of Mostar,25.0,1
564,University of Ottawa,25.0,1
565,University of the Pacific,25.0,1
566,Virginia Commonwealth University,25.0,1
567,Western Michigan University,25.0,1
568,Southern Methodist University,26.0,2
569,University of Portsmouth,26.0,2
570,Cape Peninsula University of Technology,26.0,1
571,Ceylon-German Technical Training Institute,26.0,1
572,University of Ljubljana,26.0,1
573,University of New Hampshire,26.0,1
574,University of Ulster,26.0,1
575,California State University Long Beach,27.0,1
576,Florida International University,27.0,1
577,HAN University of Applied Sciences,27.0,1
578,Hiroshima Institute of Technology,27.0,1
579,Lakehead University,27.0,1
580,Marquette University,27.0,1
581,Sepuluh Nopember Institute of Technology,27.0,1
582,Washington University in St. Louis,27.0,1
583,University of Wyoming,28.0,2
584,Setsunan University,28.0,1
585,University of British Columbia - Okanagan,28.0,1
586,University of Illinois at Chicago,28.0,1
587,University of Perugia,28.0,1
588,Université du Québec à Chicoutimi,28.0,1
589,National University of Sciences and Technology - Karachi,29.0,1
590,Universidad Politecnica Salesiana,29.0,1
591,Cedarville University,30.0,2
592,National Tsing Hua University,30.0,2
593,Hokkaido Automotive Engineering College,30.0,1
594,Karel de Grote University College,30.0,1
595,Universidad de Castilla-La Mancha,30.0,1
596,WIZ International College of Information and Technology,30.0,1
597,ESTACA - Paris-Saclay (Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile),31.0,1
598,FAMU-FSU College of Engineering,31.0,1
599,Florida Institute of Technology,31.0,1
600,Saitama Institute of Technology,31.0,1
601,Sinhgad College of Engineering Vadgaon,31.0,1
602,United States Naval Academy,31.0,1
603,Chulalongkorn University,32.0,1
604,Grand Valley State University,32.0,1
605,Osaka Prefecture University,32.0,1
606,Aso College of Automotive Engineering and Technology,33.0,1
607,Kumoh National Institute of Technology,33.0,1
608,Texas Tech University,33.0,1
609,Tyumen Industrial University,33.0,1
610,University of Edinburgh,33.0,1
611,Ajou University,34.0,1
612,St. Cloud State University,34.0,1
613,University of Exeter,35.0,1
614,Central Michigan University,36.0,1
615,Hanyang University,36.0,1
616,Hanze University of Applied Sciences Groningen,36.0,1
617,Recinto Universitario de Mayagüez,36.0,1
618,Universidad Central de Venezuela,36.0,1
619,Maejo University,37.0,1
620,Universidad Autónoma del Estado de México,37.0,1
621,Zhejiang University City College,37.0,1
622,Colorado Mesa University,38.0,1
623,University of St. Thomas,38.0,1
624,University of Toyama,38.0,1
625,Embry-Riddle Aeronautical University,39.0,1
626,York College of Pennsylvania,39.0,1
627,University of Stavanger,40.0,1
628,Case Western Reserve University,41.0,1
629,United States Air Force Academy,42.0,1
630,University of Minnesota Duluth,42.0,1
631,National Taipei University of Technology,43.0,2
632,Sojo University,45.0,1
633,Purdue University - Northwest,46.0,2
634,Universidad Metropolitana,46.0,2
635,Ferris State University,46.0,1
636,The University of Kitakyushu,46.0,1
637,University of Maine,46.0,1
638,University of Derby,47.0,1
639,ESIA San Luis Potosi,48.0,1
640,Liaoning University of Technology,48.0,1
641,Technical University of Sofia,48.0,1
642,Sebelas Maret University,52.0,1
643,Seoul National University of Science and Technology,52.0,1
644,Hoseo University,53.0,1
645,Thapar Institute of Engineering and Technology,53.0,1
646,University of Ontario Institute of Technology,54.0,1
647,Ana G. Méndez University - Gurabo,56.0,1
648,Gunma University,58.0,1
649,Indian Institute of Technology Kharagpur,58.0,1
650,Cairo University,60.0,1
651,Saint Louis University,66.0,1
652,Polytechnic University of Puerto Rico,88.0,1
653,Binghamton University,92.0,1
654,Acharya Institute of Technology,inf,0
655,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,inf,0
656,Akita Prefectural University,inf,0
657,Alabama A&amp;M University,inf,0
658,Alexandria University,inf,0
659,Amity School of Engineering and Technology,inf,0
660,Amrita School of Engineering Coimbatore,inf,0
661,Amrutvahini College Of Engineering Sangamner,inf,0
662,Aoyama Gakuin University,inf,0
663,Arab Academy for Science Technology &amp; Maritime Transport (AASTMT),inf,0
664,Ataturk University,inf,0
665,Bangalore Institute of Technology,inf,0
666,Berlin School of Economics,inf,0
667,Bharati Vidyapeeth College of Engineering,inf,0
668,Bhartiya Institute of Engineering and Technology,inf,0
669,Birla Institute of Science and Technology Pilani - Dubai,inf,0
670,Birla Institute of Technology &amp; Science  Pilani,inf,0
671,Birla Institute of Technology Mesra,inf,0
672,BITS Pilani KK Birla Goa Campus,inf,0
673,Brandenburgische Technische Universität Cottbus,inf,0
674,Brigham Young University,inf,0
675,Central Piedmont Community College,inf,0
676,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,inf,0
677,Centro integrado de Manufatura e Tecnologia - SENAICIMATEC,inf,0
678,CESI École d’ingénieurs - Nanterre,inf,0
679,Chaitanya Bharathi Institute of Technology,inf,0
680,Chandigarh University,inf,0
681,Charotar University of Science and Technology,inf,0
682,Chitkara University Punjab,inf,0
683,City College of The City University of New York,inf,0
684,Cleveland State University,inf,0
685,D. Y. Patil College of Engineering &amp; Technology Kasaba Bawada Kolhapur ,inf,0
686,D.Y. Patil School of Engineering Academy Ambi,inf,0
687,DHA Suffa University,inf,0
688,DIT University,inf,0
689,Dr. Mahalingam College of Engineering and Technology,inf,0
690,Düzce University,inf,0
691,Escola de Engenharia de Lorena da Universidade de São Paulo,inf,0
692,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,inf,0
693,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,inf,0
694,Fachhochschule Frankfurt am Main,inf,0
695,Fanshawe College,inf,0
696,Federation University Australia,inf,0
697,Fr Conceicao Rodrigues College of Engineering,inf,0
698,Frederick University,inf,0
699,Fukui University of Technology,inf,0
700,G.V.Acharya Institute of Engineering &amp; Technology,inf,0
701,Galgotias University,inf,0
702,Grand Canyon University,inf,0
703,Graphic Era University,inf,0
704,Guangxi University of Science and Technology,inf,0
705,Guru Gobind Singh Indraprastha University,inf,0
706,Haldia Institute of Technology,inf,0
707,Helwan University (‏جامعة حلوان),inf,0
708,Hindustan Institute of Technology and Science,inf,0
709,HMR Institute of Technology &amp; Management,inf,0
710,Hochschule Offenburg,inf,0
711,IMT Nord Europe - Douai,inf,0
712,Indian Institute of Technology Bombay,inf,0
713,Indian Institute of Technology Delhi,inf,0
