Rank,University,Points
1,Universität Stuttgart,17009.06
2,Technische Universität Graz,12575.0
3,Hochschule Esslingen,9126.35
4,Rochester Institute of Technology,8906.76
5,Fachhochschule Joanneum Graz,8875.97
6,Fachhochschule Coburg,8527.83
7,The University of Akron,7616.27
8,University of Michigan - Ann Arbor,7152.89
9,GFR DHBW Ravensburg & Oregon State University,7043.4
10,Hochschule für Angewandte Wissenschaften Hamburg,6799.44
11,Monash University,6712.62
12,Czech Technical University in Prague,6570.9
13,Missouri University of Science and Technology,6135.49
14,Technical University of Munich,5964.31
15,École de Technologie Superieure,5464.51
16,Auburn University,5426.81
17,Karlsruhe Institute of Technology,5319.98
18,University of Kansas,5293.18
19,Cornell University,5224.04
20,University of Wollongong,5153.53
21,University of Wisconsin-Madison,4967.01
22,University Of Hertfordshire,4940.78
23,University of Texas at Arlington,4802.67
24,University of Toledo,4784.53
25,University of Missouri,4783.5
26,University of Western Australia,4744.22
27,Friedrich-Alexander-Universität Erlangen-Nürnberg,4640.27
28,University of Modena and Reggio Emilia,4615.99
29,University of Illinois at Urbana-Champaign,4604.93
30,University of Bath,4502.13
31,Hochschule Karlsruhe,4491.25
32,The Ohio State University,4359.14
33,Brno University of Technology,4357.89
34,Clemson University,4310.31
35,Michigan State University,4303.59
36,University of Washington,4298.42
37,Wroclaw University of Technology,4295.75
38,University of Toronto,4240.05
39,RMIT University,4240.01
40,Sophia University,4162.58
41,Fachhochschule Stralsund,4160.82
42,California State Polytechnic University Pomona,3983.76
43,Universitat Politécnica de Valéncia,3964.4
44,Alma Mater Studiorum - Università di Bologna,3824.85
45,University of Florida,3783.18
46,Università degli studi di Padova,3758.43
47,Helsinki Metropolia University of Applied Sciences,3718.55
48,University of Cincinnati,3707.69
49,Shibaura Institute of Technology,3680.26
50,Georgia Institute of Technology,3656.7
51,University of Applied Sciences Ravensburg-Weingarten,3629.18
52,Texas A&M University,3620.95
53,University of Oklahoma,3565.31
54,Technische Universität Berlin,3537.36
55,Ostbayerische Technische Hochschule Regensburg,3403.87
56,Oxford Brookes University,3388.35
57,Fachhochschule München,3354.72
58,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),3342.28
59,Yokohama National University,3336.0
60,University of Waterloo,3280.88
61,École Polytechnique de Montréal,3229.68
62,Western University,3186.79
63,University of Queensland,3143.66
64,Centro Universitário da FEI,3015.8
65,Széchenyi István University,3007.86
66,Dartmouth College,2994.74
67,Osaka University,2987.99
68,Aristotle University of Thessaloniki,2928.5
69,Kyoto Institute of Technology,2908.37
70,Chalmers University of Technology,2882.37
71,Hochschule Darmstadt UAS,2875.3
72,Kokushikan University,2865.22
73,Białystok University of Technology,2808.07
74,Purdue University - West Lafayette,2806.5
75,University of Melbourne,2767.99
76,Rutgers The State University of New Jersey,2736.25
77,Loughborough University,2733.55
78,Virginia Polytechnic Institute and State University,2729.78
79,Centro Universitário Facens,2718.35
80,North Carolina State University,2716.71
81,California State University Northridge,2714.12
82,University of Sydney,2713.65
83,Tokai University,2711.82
84,Politecnico di Milano,2709.37
85,Rensselaer Polytechnic Institute,2701.77
86,Universität Paderborn,2691.49
87,Tokyo City University,2679.75
88,Utsunomiya University,2677.39
89,Brown University,2673.22
90,Universität Kassel,2648.24
91,Kettering University,2587.58
92,University of Connecticut,2571.38
93,Université Laval,2539.81
94,Chiba University,2517.19
95,Nihon Automobile College,2502.15
96,Iowa State University,2500.32
97,Politecnico di Torino,2478.08
98,Kanazawa University,2427.6
99,Pennsylvania State University,2407.48
100,Nagoya University,2404.34
101,California State Polytechnic University - San Luis Obispo,2358.24
102,Fachhochschule Konstanz,2354.35
103,Technische Hochschule Mittelhessen,2340.46
104,University of Pittsburgh,2340.46
105,McGill University,2338.37
106,UAS Kempten,2333.64
107,The University of Michigan-Dearborn,2330.25
108,Oakland University,2274.62
109,Brunel University London,2270.51
110,Kyoto University,2239.55
111,University of Minnesota Twin Cities,2231.78
112,Cardiff University Wales,2212.11
113,Edith Cowan University,2209.29
114,Nagoya Institute of Technology,2192.76
115,San José State University,2146.8
116,University of Leeds,2145.38
117,College of Science and Technology Nihon University,2124.7
118,University of New South Wales,2123.28
119,Carleton University,2096.48
120,Tokyo Denki University,2094.35
121,University of Adelaide,2082.7
122,University of South Florida,2081.29
123,Doshisha University,2064.14
124,Ibaraki University,2063.7
125,Western Washington University,2060.18
126,Czech University of Life Sciences Prague,2046.64
127,The University of Tokyo,2011.58
128,Curtin University,2002.16
129,Drexel University,1985.62
130,Kobe University,1978.67
131,TU Delft,1972.55
132,Kookmin University,1963.01
