Rank,University,Lowest Place,Number of Lowest Place
715,CESI École d’ingénieurs - Nanterre,inf,0
716,Chaitanya Bharathi Institute of Technology,inf,0
717,Chandigarh University,inf,0
718,Charotar University of Science and Technology,inf,0
719,Cherepovets State University,inf,0
720,Chitkara University Punjab,inf,0
721,City College of The City University of New York,inf,0
722,Cleveland State University,inf,0
723,D. Y. Patil College of Engineering &amp; Technology Kasaba Bawada Kolhapur ,inf,0
724,D.Y. Patil School of Engineering Academy Ambi,inf,0
725,DHA Suffa University,inf,0
726,DIT University,inf,0
727,Dr. Mahalingam College of Engineering and Technology,inf,0
728,Düzce University,inf,0
729,Escola de Engenharia de Lorena da Universidade de São Paulo,inf,0
730,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,inf,0
731,Fanshawe College,inf,0
732,Fr Conceicao Rodrigues College of Engineering,inf,0
733,Frederick University,inf,0
734,G.V.Acharya Institute of Engineering &amp; Technology,inf,0
735,Galgotias University,inf,0
736,Grand Canyon University,inf,0
737,Graphic Era University,inf,0
738,Guru Gobind Singh Indraprastha University,inf,0
739,Hacettepe University,inf,0
740,Haldia Institute of Technology,inf,0
741,Helwan University (‏جامعة حلوان),inf,0
742,HMR Institute of Technology &amp; Management,inf,0
743,IMT Nord Europe - Douai,inf,0
744,Indian Institute of Technology Bombay,inf,0
745,Indian Institute of Technology Dhanbad,inf,0
746,Indian Institute of Technology Kanpur,inf,0
747,Indian Institute of Technology Roorkee,inf,0
748,Indira Gandhi Delhi Technical University for Women,inf,0
749,Institute of Technology Bandung,inf,0
750,Instituto Politécnico Nacional,inf,0
751,Instituto Superior de Engenharia de Coimbra,inf,0
752,Iran University of Science and Technology - Arak,inf,0
753,Isfahan University of Technology,inf,0
754,J.C. Bose University of Science and Technology YMCA,inf,0
755,J.S.S. Academy of Technical Education Noida,inf,0
756,Jordan University of Science and Technology,inf,0
757,K L University,inf,0
758,Kakatiya Institute of Technology and Science Warangal,inf,0
759,Kalinga Institute of Industrial Technology,inf,0
760,KLE Technological University,inf,0
761,Koblenz University of Applied Science,inf,0
762,Kyushu Sangyo University,inf,0
763,Kyushu University,inf,0
764,Laxmi Devi Institute of Engineering &amp; Technology,inf,0
765,Lokmanya Tilak College of Engineering,inf,0
766,London South Bank University,inf,0
767,Lovely Professional University,inf,0
768,M.H. Saboo Siddik College of Engineering,inf,0
769,Madras Institute of Technology,inf,0
770,Manav Rachna International University,inf,0
771,Mansoura University,inf,0
772,Marathwada Mitra Mandal's College of Engineering,inf,0
773,MCT's Rajiv Gandhi Institute of Technology,inf,0
774,Memorial University of Newfoundland,inf,0
775,MGM's Jawaharlal Nehru Engineering College,inf,0
776,Middle East Technical University,inf,0
777,Midwestern State University,inf,0
778,Nagesh Karajagi Orchid College Of Engineering &amp; Technology,inf,0
779,National Institute of Technology - Calicut,inf,0
780,National Institute of Technology - Jamshedpur,inf,0
781,National Institute of Technology - Karnataka,inf,0
782,National Institute of Technology - Kurukshetra,inf,0
783,National Institute of Technology - Rourkela,inf,0
784,National Technical University of Ukraine Kyiv Polytechnic Institute,inf,0
785,NBN Sinhgad School Of Engineering,inf,0
786,NED University of Engineering and Technology,inf,0
787,Netaji Subhas Institute of Technology,inf,0
788,New Jersey Institute of Technology,inf,0
789,Nirma University,inf,0
790,Nitte Meenakshi Institute of Technology,inf,0
791,North East Wales Institute of Higher Education,inf,0
792,Odessa Polytechnic National State University,inf,0
793,P.E.S. Modern College of Engineering,inf,0
794,PEC University of Technology,inf,0
795,PES Institute of Technology,inf,0
796,Peter the Great St. Petersburg Polytechnic University,inf,0
797,Philadelphia University,inf,0
798,Pillai College Of Engineering,inf,0
799,Queen Mary University of London,inf,0
800,Rajarambapu Institute of Technology,inf,0
801,Rajarshi Shahu College Of Engineering,inf,0
802,Rajendra Mane College of Engineering and Technology,inf,0
803,Ramaiah Institute of Technology,inf,0
804,RMD Sinhgad School of Engineering,inf,0
805,Saint Louis University,inf,0
806,Saraswati College of Engineering,inf,0
807,Sardar Vallabhbhai National Institute of Technology,inf,0
808,Shanghai Jiao Tong University,inf,0
809,Shonan Institute of Technology,inf,0
810,Shri G.S. Institute of Technology and Science Indore,inf,0
811,Sinhgad Academy Of Engineering,inf,0
812,Sri Venkateswara College of Engineering,inf,0
813,SRM Institute of Science and Technology - Ramapuram,inf,0
814,St. Vincent Pallotti College of Engineering and Technology,inf,0
815,Symbiosis Institute of Technology,inf,0
816,Taylor's University,inf,0
817,Technological Educational Institute of Western Macedonia,inf,0
818,Texas State University,inf,0
819,Thakur College of Engineering and Technology,inf,0
820,Thapar Institute of Engineering and Technology,inf,0
821,The National Institute of Engineering Mysore,inf,0
822,Thomas More Mechelen - De Nayer,inf,0
823,TKM  College of Engineering,inf,0
824,Tokyo Tech Car College Setagaya,inf,0
825,Trinity College University of Dublin,inf,0
826,Tsinghua University,inf,0
827,TSSM’s Bhivarabai Sawant College of Engineering &amp; Research,inf,0
828,Ufa State Aviation Technical University,inf,0
829,Uludağ University,inf,0
830,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,inf,0
831,Universidad Católica Andrés Bello,inf,0
832,Universidad Francisco de Vitoria,inf,0
833,Universidad Politécnica de Cartagena,inf,0
834,Universidad Tecnológica de Pereira,inf,0
835,Universidade Estadual do Oeste do Paraná,inf,0
836,Universidade Federal De Lavras,inf,0
837,Universidade Federal de Mato Grosso,inf,0
838,Universidade Federal de Santa Catarina - Joinville,inf,0
839,Universidade Federal de Sergipe,inf,0
840,Universidade Federal de São Carlos,inf,0
841,Universidade Federal de Uberlândia - UFU,inf,0
842,Universidade Federal de Viçosa,inf,0
843,Universidade Federal do Pará - Campus Tucuruí - UFPA,inf,0
844,Universidade Paulista - Campinas - Campus II,inf,0
845,Universidade Tecnológica Federal do Paraná,inf,0
846,Universitat de Girona,inf,0
847,Universitatea Politehnica Timișoara,inf,0
848,Universiti Teknologi Petronas,inf,0
849,University Institute of Technology RGPV Bhopal,inf,0
850,University of Brighton,inf,0
851,University of California Riverside,inf,0
852,University of Derby,inf,0
853,University of Georgia,inf,0
854,University of Indonesia,inf,0
855,University of Iowa,inf,0
856,University of Kocaeli,inf,0
857,University of Leicester,inf,0
858,University of Ljubljana,inf,0
859,University of Massachusetts Dartmouth,inf,0
860,University of New Brunswick,inf,0
861,University of Northampton,inf,0
862,University of Regina,inf,0
863,University of Salford,inf,0
864,University of Valladolid,inf,0
865,University Politehnica Of Bucharest,inf,0
866,University Putra Malaysia,inf,0
867,Università degli Studi di Salerno,inf,0
868,Vasavi College of Engineering,inf,0
869,Vaughn College of Aeronautics and Technology,inf,0
870,Veer Surendra Sai University of Technology,inf,0
871,Vidyavardhini's College of Engineering and Technology,inf,0
872,Yamagata University,inf,0
873,Çukurova University,inf,0
874,École Centrale Paris,inf,0
875,École nationale d'aérotechnique,inf,0
