Rank,University,Points
1,Universität Stuttgart,53079
2,Technische Universität Graz,46019
3,Fachhochschule Joanneum Graz,36630
4,Rochester Institute of Technology,31673
5,Hochschule Esslingen,31534
6,Fachhochschule Coburg,28486
7,The University of Akron,28370
8,Technical University of Munich,27978
9,Karlsruhe Institute of Technology,27408
10,GFR DHBW Ravensburg &amp; Oregon State University,26535
11,University of Michigan - Ann Arbor,26354
12,Hochschule für Angewandte Wissenschaften Hamburg,25959
13,Missouri University of Science and Technology,25196
14,École de Technologie Superieure,24744
15,Monash University,22548
16,Czech Technical University in Prague,22010
17,University of Bath,21549
18,University of Illinois at Urbana-Champaign,21405
19,University of Kansas,21161
20,University of Wisconsin-Madison,21036
21,Friedrich-Alexander-Universität Erlangen-Nürnberg,20854
22,Oxford Brookes University,20697
23,Auburn University,20581
24,University Of Hertfordshire,19098
25,University of Texas at Arlington,18775
26,Michigan State University,18575
27,University of Missouri,18364
28,Hochschule Karlsruhe - Technik und Wirtschaft,18282
29,University of Toronto,18182
30,University of Toledo,18106
31,Cornell University,18079
32,University of Washington,17964
33,The Ohio State University,17346
34,Brno University of Technology,17336
35,Technische Universität Berlin,17182
36,Fachhochschule Stralsund,16845
37,Fachhochschule München,16473
38,Wroclaw University of Technology,16434
39,California State Polytechnic University Pomona,16206
40,Ostbayerische Technische Hochschule Regensburg,15863
41,University of Applied Sciences Ravensburg-Weingarten,15680
42,University of Waterloo,15601
43,University of Cincinnati,15481
44,RMIT University,15357
45,Universität Paderborn,15345
46,Virginia Polytechnic Institute and State University,15306
47,Sophia University,15274
48,University of Wollongong,15274
49,Western University,15203
50,University of Oklahoma,15175
51,Università degli studi di Padova,15163
52,Georgia Institute of Technology,14915
53,University of Florida,14646
54,University of Modena and Reggio Emilia,14581
55,École Polytechnique de Montréal,14524
56,Loughborough University,14479
57,Helsinki Metropolia University of Applied Sciences,14422
58,Rensselaer Polytechnic Institute,14004
59,University of Western Australia,13708
60,Alma Mater Studiorum - Università di Bologna,13695
61,University of Pittsburgh,13377
62,Clemson University,13337
63,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),13231
64,Kettering University,13202
65,Fachhochschule Konstanz,13196
66,Hochschule Darmstadt UAS,13187
67,Universitat Politécnica de Valéncia,13174
68,Rutgers The State University of New Jersey,13173
69,University of Birmingham,12948
70,Texas A&amp;M University,12931
71,Purdue University - West Lafayette,12827
72,Pennsylvania State University,12076
73,Centro Universitário da FEI,11990
74,San José State University,11956
75,Chalmers University of Technology,11806
76,North Carolina State University,11613
77,Iowa State University,11447
78,McGill University,11298
79,Politecnico di Milano,11295
80,Brunel University London,11182
81,Białystok University of Technology,11058
82,Universität Kassel,10985
83,UAS Kempten,10968
84,Széchenyi István University,10814
85,University of Strathclyde,10784
86,California State University Northridge,10782
87,Oakland University,10763
88,Cardiff University Wales,10632
89,Tokyo Denki University,10630
90,Osaka University,10613
91,Shibaura Institute of Technology,10575
92,Aristotle University of Thessaloniki,10547
93,Carleton University,10450
94,Yokohama National University,10311
95,Centro Universitário Facens,10151
96,Queen's University,9996
97,Brown University,9911
98,Lawrence Technological University,9908
99,University of Maribor,9907
100,University of Minnesota Twin Cities,9898
101,University of Leeds,9875
102,University of Queensland,9798
103,The University of Michigan-Dearborn,9739
104,University of New South Wales,9721
105,Università di Pisa,9671
106,TU Delft,9562
107,University of Maryland,9543
108,University of Melbourne,9360
109,Dartmouth College,9294
110,Politecnico di Torino,9261
111,Saginaw Valley State University,9255
112,Ulm University of Applied Sciences,9210
113,University of Huddersfield,9070
114,Nagoya Institute of Technology,9044
115,Tokai University,8994
116,University of Sydney,8958
117,Western Washington University,8939
118,Université Laval,8912
119,Kyoto University,8869
120,University of South Florida,8849
121,Utsunomiya University,8707
122,California State Polytechnic University - San Luis Obispo,8675
123,Tokyo City University,8599
124,Kokushikan University,8566
125,Technische Universität Braunschweig,8533
126,Kanazawa University,8500
127,Kookmin University,8395
128,University of Manitoba,8360
129,University of British Columbia - Vancouver,8347
130,Technische Hochschule Mittelhessen,8285
131,Michigan Technological University,8257
132,Duke University,8244
133,University of Burgundy - ISAT,8199
134,UAS Würzburg-Schweinfurt,8194
135,University of New Mexico,8129
136,Technische Universität Darmstadt,8092
137,Université du Québec à Trois-Rivières,8085
138,National University of Singapore,8054
139,Budapest University of Technology and Economics,8012
140,University of Alberta,8004
141,Kyoto Institute of Technology,7934
142,South Dakota School of Mines and Technology,7914
143,Nagoya University,7891
144,Chiba University,7786
145,University of Connecticut,7778
146,Ryerson University,7645
147,Drexel University,7594
148,Louisiana State University,7533
149,Universidad Simón Bolívar,7524
150,University of Adelaide,7462
151,Ibaraki University,7398
