Rank,University,Lowest Place,Number of Lowest Place
697,Bangalore Institute of Technology,36.0,1
698,Kochi University of Technology,36.0,1
699,Mansoura University,36.0,1
700,Nitte Meenakshi Institute of Technology,36.0,1
701,Osaka Prefecture University,36.0,1
702,Sardar Vallabhbhai National Institute of Technology,36.0,1
703,St. Vincent Pallotti College of Engineering and Technology,36.0,1
704,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,37.0,1
705,Graphic Era University,37.0,1
706,Leibniz Universität Hannover,37.0,1
707,London South Bank University,37.0,1
708,Prince of Songkla University,37.0,1
709,Saraswati College of Engineering,37.0,1
710,Universidad Metropolitana,37.0,1
711,Universidad Central de Venezuela,38.0,2
712,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,38.0,1
713,Bharati Vidyapeeth College of Engineering,38.0,1
714,California State University Long Beach,38.0,1
715,California State University Los Angeles,38.0,1
716,Case Western Reserve University,38.0,1
717,Cherepovets State University,38.0,1
718,Ferris State University,38.0,1
719,Florida Institute of Technology,38.0,1
720,MGM's Jawaharlal Nehru Engineering College,38.0,1
721,Rayat Institute of Engineering and Information Technology,38.0,1
722,University Institute of Technology RGPV Bhopal,38.0,1
723,Texas Tech University,39.0,2
724,Cairo University,39.0,1
725,Hochschule Bonn-Rhein-Sieg,39.0,1
726,Indian Institute of Technology Delhi,39.0,1
727,National University of Sciences and Technology - Karachi,39.0,1
728,Nizhny Novgorod State Technical University,39.0,1
729,Recinto Universitario de Mayagüez,39.0,1
730,University of Georgia,39.0,1
731,Università degli Studi di Salerno,39.0,1
732,Chungbuk National University,40.0,1
733,Faculty of Textile Science &amp; Technology. Shinshu University,40.0,1
734,Galgotias University,40.0,1
735,Jilin University,40.0,1
736,Uludağ University,40.0,1
737,University College London,40.0,1
738,Çukurova University,40.0,1
739,Chaitanya Bharathi Institute of Technology,41.0,1
740,Chandigarh University,41.0,1
741,Duale Hochschule Baden-Württemberg Stuttgart,41.0,1
742,Indian Institute of Technology Dhanbad,41.0,1
743,Lakehead University,41.0,1
744,National Institute of Technology - Calicut,41.0,1
745,NBN Sinhgad School Of Engineering,41.0,1
746,North Carolina Agricultural and Technical State University,41.0,1
747,Universitas Negeri Yogyakarta,41.0,1
748,University of California Riverside,41.0,1
749,Frederick University,42.0,1
750,HMR Institute of Technology &amp; Management,42.0,1
751,University of Brighton,42.0,1
752,Memorial University of Newfoundland,43.0,1
753,Nicholls State University,43.0,1
754,Saitama Institute of Technology,43.0,1
755,Shizuoka Professional College of Automobile Technology,43.0,1
756,Universidad Interamericana de Puerto Rico,43.0,1
757,University of Alabama at Birmingham,43.0,1
758,University of Dundee,43.0,1
759,Ajou University,44.0,1
760,Aoyama Gakuin University,44.0,1
761,Colorado Mesa University,44.0,1
762,Ferdowsi University of Mashad,44.0,1
763,Hoseo University,44.0,1
764,Trinity College University of Dublin,44.0,1
765,University of Houston,44.0,1
766,University of Sunderland,44.0,1
767,Haldia Institute of Technology,45.0,1
768,Tokyo Institute of Technology,45.0,1
769,University of Nottingham,45.0,1
770,Cleveland State University,46.0,1
771,Lokmanya Tilak College of Engineering,46.0,1
772,North Dakota State University,46.0,1
773,Union College,46.0,1
774,Madras Institute of Technology,47.0,1
775,Polytechnic Institute of New York University,47.0,1
776,Universidad de Oriente Venezuela,47.0,1
777,Universidad Nacional Experimental Politécnica,47.0,1
778,Florida International University,48.0,1
779,Siam University,48.0,1
780,The University of Texas at Dallas,48.0,1
781,Hanyang University,49.0,1
782,Kyushu University,49.0,1
783,University of South Carolina,49.0,1
784,Hokkaido Automotive Engineering College,50.0,1
785,Queen Mary University of London,50.0,1
786,Shonan Institute of Technology,50.0,1
787,Indiana University – Purdue University Indianapolis,51.0,1
788,Purdue University - Northwest,51.0,1
789,TSSM’s Bhivarabai Sawant College of Engineering &amp; Research,51.0,1
790,University of Derby,51.0,1
791,Hiroshima Institute of Technology,52.0,1
792,Instituto Politécnico Nacional,52.0,1
793,The University of Kitakyushu,52.0,1
794,University of Minnesota Duluth,52.0,1
795,Akita Prefectural University,53.0,1
796,Kunsan National University,53.0,1
797,New Jersey Institute of Technology,53.0,1
798,Saint Louis University,53.0,1
799,Virginia Commonwealth University,53.0,1
800,Yamagata University,53.0,1
801,Setsunan University,54.0,1
802,Gunma University,55.0,1
803,Miami University,55.0,1
804,University of New Brunswick,55.0,1
805,University of St. Thomas,55.0,1
806,University of Stavanger,55.0,1
807,Binghamton University,56.0,1
808,Central Michigan University,56.0,1
809,University of the Pacific,56.0,1
810,Ceylon-German Technical Training Institute,57.0,1
811,Isfahan University of Technology,57.0,1
812,Peter the Great St. Petersburg Polytechnic University,57.0,1
813,Monroe County Community College,58.0,1
814,Cape Peninsula University of Technology,59.0,1
815,Guangxi University of Science and Technology,59.0,1
816,Laxmi Devi Institute of Engineering &amp; Technology,59.0,1
817,Maejo University,59.0,1
818,Nelson Mandela Metropolitan University,59.0,1
819,Teikyo University,59.0,1
820,Universidad Politecnica Salesiana,59.0,1
821,University of Regina,59.0,1
822,Instituto Superior de Engenharia de Coimbra,60.0,1
823,Aso College of Automotive Engineering and Technology,61.0,1
824,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,61.0,1
825,Liaoning University of Technology,61.0,1
826,Sebelas Maret University,61.0,1
827,Thomas More Mechelen - De Nayer,62.0,1
828,Loyola Marymount University,63.0,1
829,University of Maine,63.0,1
830,St. Cloud State University,65.0,1
831,Institute of Technology Bandung,66.0,1
832,Ana G. Méndez University - Gurabo,67.0,1
833,Alexandria University,68.0,1
834,Universidad de las Fuerzas Armadas - ESPE,68.0,1
835,Grand Canyon University,69.0,1
836,Jordan University of Science and Technology,69.0,1
837,Indian Institute of Technology Bombay,70.0,1
838,Tsinghua University,71.0,1
839,Manav Rachna International University,72.0,1
840,Universidad del Zulia,73.0,1
841,University Putra Malaysia,73.0,1
842,Zhejiang University City College,73.0,1
843,National Institute of Technology - Jamshedpur,74.0,1
844,Midwestern State University,75.0,1
845,Penn State Harrisburg,75.0,1
846,Philadelphia University,75.0,1
847,Helwan University (‏جامعة حلوان),77.0,1
848,University of Portland,77.0,1
849,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,79.0,1
850,University of Alabama in Huntsville,79.0,1
851,University of Indonesia,80.0,1
852,University of Iowa,80.0,1
853,Tokyo Tech Car College Setagaya,81.0,1
854,Alabama A&amp;M University,84.0,1
855,École Centrale Paris,84.0,1
856,University of Northampton,86.0,1
857,PES Institute of Technology,92.0,1
858,Universidad Católica Andrés Bello,99.0,1
859,City College of The City University of New York,106.0,1
860,École nationale d'aérotechnique,115.0,1
861,Acharya Institute of Technology,inf,0
862,ESIA San Luis Potosi,inf,0
863,J.S.S. Academy of Technical Education Noida,inf,0
864,North East Wales Institute of Higher Education,inf,0
865,P.E.S. Modern College of Engineering,inf,0
866,Seoul National University of Science and Technology,inf,0
867,Sinhgad Academy Of Engineering,inf,0
868,Texas State University,inf,0
869,Universidade Federal de Mato Grosso,inf,0
870,Universidade Federal de Uberlândia - UFU,inf,0
871,Universidade Federal de Viçosa,inf,0
872,Universidade Federal do Pará - Campus Tucuruí - UFPA,inf,0
873,University of Massachusetts Dartmouth,inf,0
874,Vaughn College of Aeronautics and Technology,inf,0
875,WIZ International College of Information and Technology,inf,0
