Rank,University,Lowest Place,#
1,Monash University,1st,11
2,Technische Universität Graz,1st,11
3,Universität Stuttgart,1st,10
4,GFR DHBW Ravensburg & Oregon State University,1st,9
5,GFR DHBW Ravensburg & Oregon State University,1st,9
6,Fachhochschule Joanneum Graz,1st,7
7,Hochschule Esslingen,1st,7
8,Missouri University of Science and Technology,1st,7
9,École de Technologie Superieure,1st,7
10,Centro Universitário da FEI,1st,5
11,Escola de Engenharia de São Carlos da Universidade de São Paulo,1st,5
12,Sophia University,1st,5
13,Università degli studi di Padova,1st,5
14,Cornell University,1st,4
15,Oxford Brookes University,1st,4
16,Universitat Politécnica de Valéncia,1st,4
17,Czech Technical University in Prague,1st,3
18,Hochschule Karlsruhe,1st,3
19,Technische Universität Berlin,1st,3
20,Białystok University of Technology,1st,2
21,Escola Politècnica Superior d'Enginyeria de Manresa,1st,2
22,Fachhochschule Coburg,1st,2
23,Georgia Institute of Technology,1st,2
24,Hochschule für Angewandte Wissenschaften Hamburg,1st,2
25,Karlsruhe Institute of Technology,1st,2
26,Kokushikan University,1st,2
27,Kyoto Institute of Technology,1st,2
28,Ostbayerische Technische Hochschule Regensburg,1st,2
29,Purdue University - West Lafayette,1st,2
30,Technical University of Munich,1st,2
31,Technische Universität Darmstadt,1st,2
32,Tokyo Denki University,1st,2
33,University of Bath,1st,2
34,University of Michigan - Ann Arbor,1st,2
35,University of Oklahoma,1st,2
36,University of Wisconsin-Madison,1st,2
37,University of Wollongong,1st,2
38,Utsunomiya University,1st,2
39,Western Washington University,1st,2
40,Wroclaw University of Technology,1st,2
41,Alma Mater Studiorum - Università di Bologna,1st,1
42,Aristotle University of Thessaloniki,1st,1
43,Auburn University,1st,1
44,Brno University of Technology,1st,1
45,Budapest University of Technology and Economics,1st,1
46,California State Polytechnic University Pomona,1st,1
47,California State Polytechnic University Pomona,1st,1
48,California State University Northridge,1st,1
49,California State University Northridge,1st,1
50,Coventry University,1st,1
51,Dwarkadas. J. Sanghvi College of Engineering,1st,1
52,Friedrich-Alexander-Universität Erlangen-Nürnberg,1st,1
53,Helsinki Metropolia University of Applied Sciences,1st,1
54,Jilin University,1st,1
55,Kanagawa Institute of Technology,1st,1
56,Liverpool John Moores University,1st,1
57,McGill University,1st,1
58,Michigan State University,1st,1
59,Nagoya Institute of Technology,1st,1
60,National Technical University of Athens,1st,1
61,Nirma University,1st,1
62,North Carolina State University,1st,1
63,Osaka University,1st,1
64,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),1st,1
65,Politecnico di Milano,1st,1
66,Pune Vidyarti Griha's college of Engineering and Technology,1st,1
67,Rensselaer Polytechnic Institute,1st,1
68,Rochester Institute of Technology,1st,1
69,Rutgers The State University of New Jersey,1st,1
70,Rutgers The State University of New Jersey,1st,1
71,San José State University,1st,1
72,Shibaura Institute of Technology,1st,1
73,Smt. Kashibai Navale College of Engineering,1st,1
74,TAMK University of Applied Sciences,1st,1
75,Technion - Israel Institute of Technology,1st,1
76,Technische Universität Braunschweig,1st,1
77,Texas A&M University,1st,1
78,Texas A&M University,1st,1
79,The University of Akron,1st,1
80,The University of Tokyo,1st,1
81,Tokyo City University,1st,1
82,TU Delft,1st,1
83,Universidade Paulista,1st,1
84,University of Canterbury,1st,1
