Rank,University,Points
1,Universität Stuttgart,55726
2,Technische Universität Graz,46019
3,Fachhochschule Joanneum Graz,36630
4,Rochester Institute of Technology,31673
5,Hochschule Esslingen,31534
6,The University of Akron,30653
7,Fachhochschule Coburg,29867
8,Technical University of Munich,27978
9,Karlsruhe Institute of Technology,27408
10,GFR DHBW Ravensburg & Oregon State University,26535
11,University of Michigan - Ann Arbor,26354
12,Missouri University of Science and Technology,26178
13,Hochschule für Angewandte Wissenschaften Hamburg,25959
14,Czech Technical University in Prague,25356
15,École de Technologie Superieure,24744
16,Monash University,22548
17,University of Illinois at Urbana-Champaign,22268
18,University of Wisconsin-Madison,21964
19,University of Kansas,21579
20,University of Bath,21549
21,Friedrich-Alexander-Universität Erlangen-Nürnberg,20854
22,Oxford Brookes University,20697
23,Auburn University,20581
24,Hochschule Karlsruhe,20448
25,University of Modena and Reggio Emilia,19657
26,University of Missouri,19575
27,University of Texas at Arlington,19536
28,Michigan State University,19181
29,University Of Hertfordshire,19098
30,The Ohio State University,19040
31,University of Toledo,18657
32,University of Toronto,18182
33,Cornell University,18079
34,University of Washington,17964
35,Fachhochschule Stralsund,17882
36,Technische Universität Berlin,17698
37,Brno University of Technology,17336
38,Università degli studi di Padova,17267
39,California State Polytechnic University Pomona,17225
40,Wroclaw University of Technology,17222
41,Universitat Politécnica de Valéncia,16912
42,University of Cincinnati,16766
43,Fachhochschule München,16473
44,University of Waterloo,16061
45,Georgia Institute of Technology,15973
46,Ostbayerische Technische Hochschule Regensburg,15863
47,University of Oklahoma,15802
48,Virginia Polytechnic Institute and State University,15783
49,Alma Mater Studiorum - Università di Bologna,15714
50,University of Applied Sciences Ravensburg-Weingarten,15680
51,RMIT University,15357
52,Universität Paderborn,15345
53,Sophia University,15274
54,University of Wollongong,15274
55,Western University,15203
56,University of Florida,14646
57,École Polytechnique de Montréal,14524
58,Loughborough University,14479
59,Helsinki Metropolia University of Applied Sciences,14422
60,Purdue University - West Lafayette,14251
61,Texas A&M University,14185
62,Clemson University,14114
63,Rensselaer Polytechnic Institute,14004
64,Széchenyi István University,13966
65,University of Pittsburgh,13742
66,University of Western Australia,13708
67,Kettering University,13526
68,Ostbayerische Technische Hochschule Amberg-Weiden (OTH),13231
69,Fachhochschule Konstanz,13196
70,Hochschule Darmstadt UAS,13187
71,Rutgers The State University of New Jersey,13173
72,Białystok University of Technology,13086
73,Aristotle University of Thessaloniki,12949
74,University of Birmingham,12948
75,North Carolina State University,12615
76,Cardiff University Wales,12402
77,California State University Northridge,12127
78,Pennsylvania State University,12076
79,Centro Universitário da FEI,11990
80,San José State University,11956
81,Iowa State University,11830
82,Chalmers University of Technology,11806
83,Oakland University,11730
84,Shibaura Institute of Technology,11557
85,Osaka University,11539
86,McGill University,11298
87,Politecnico di Milano,11295
88,Carleton University,11206
89,Brunel University London,11182
90,University of Strathclyde,11122
91,Budapest University of Technology and Economics,11020
92,Universität Kassel,10985
93,UAS Kempten,10968
94,University of Minnesota Twin Cities,10953
95,Tokyo Denki University,10630
96,Lawrence Technological University,10624
97,Brown University,10537
98,University of Leeds,10364
99,Yokohama National University,10311
100,The University of Michigan-Dearborn,10280
101,University of Maryland,10277
102,University of Maribor,10163
103,California State Polytechnic University - San Luis Obispo,10157
104,Centro Universitário Facens,10151
105,Kyoto University,10043
106,Queen's University,9996
107,University of South Florida,9962
108,Saginaw Valley State University,9897
109,University of Queensland,9798
110,University of New South Wales,9721
111,Università di Pisa,9671
112,Kyoto Institute of Technology,9593
113,TU Delft,9562
114,University of Melbourne,9360
115,Dartmouth College,9294
116,Politecnico di Torino,9261
117,University of Connecticut,9242
118,Ulm University of Applied Sciences,9210
119,Tokai University,9161
120,University of Huddersfield,9070
121,Nagoya Institute of Technology,9044
122,Tokyo City University,9032
123,Duke University,8987
124,Kanazawa University,8959
125,University of Sydney,8958
126,Western Washington University,8939
127,Université Laval,8912
128,Michigan Technological University,8909
129,Chiba University,8810
130,University of British Columbia - Vancouver,8726
131,Utsunomiya University,8707
132,University of Manitoba,8693
133,Kokushikan University,8682
134,South Dakota School of Mines and Technology,8642
135,Kansas State University,8583
136,Technische Universität Braunschweig,8533
137,Kookmin University,8395
138,Ibaraki University,8362
139,Doshisha University,8299
140,Technische Hochschule Mittelhessen,8285
141,Kennesaw State University,8224
142,University of Burgundy - ISAT,8199
143,UAS Würzburg-Schweinfurt,8194
144,University of Texas at Austin,8179
145,Drexel University,8144
146,University of New Mexico,8129
147,University of Alberta,8114
148,Technische Universität Darmstadt,8092
149,Université du Québec à Trois-Rivières,8085
150,National University of Singapore,8054
151,Edith Cowan University,8040
152,University of California Berkeley,7977
153,Nagoya University,7891
154,University of Thessaly,7843
155,Kobe University,7794
156,Meijo University,7761
157,Ryerson University,7645
158,AGH University of Science and Technology,7536
159,Louisiana State University,7533
160,University of Victoria,7525
161,Universidad Simón Bolívar,7524
162,University of North Carolina at Charlotte,7519
163,University of Adelaide,7462
164,College of Science and Technology Nihon University,7412
165,Università degli Studi di Roma La Sapienza,7361
166,Nihon Automobile College,7352
167,Curtin University,7351
168,Minnesota State University Mankato,7295
169,Oregon State University,7152
170,Escola de Engenharia de São Carlos da Universidade de São Paulo,7143
171,Technische Universität Wien,7108
172,Universitatea Transilvania din Braşov,7073
173,University of Auckland,7024
174,Fachhochschule Aachen,7014
175,Czech University of Life Sciences Prague,6950
176,VŠB - Technical University of Ostrava,6938
177,University of Nebraska–Lincoln,6931
178,Kyushu Institute of Technology,6923
179,Shizuoka University,6876
180,University of Calgary,6851
181,California State University Sacramento,6827
182,Kanagawa Institute of Technology,6793
183,Lund University,6641
184,The University of Tokyo,6640
185,Nippon Institute of Technology,6636
186,Villanova University,6635
187,Honda Technical College Kansai,6627
188,TAMK University of Applied Sciences,6597
189,Tokyo University of Science,6580
190,Wayne State University,6570
191,Université de Sherbrooke,6564
192,University of Alabama,6441
193,University of Seville,6439
194,Rheinisch-Westfälische Technische Hochschule Aachen,6423
195,Clarkson University,6419
196,University of Southern California,6386
197,Westsächsische Hochschule Zwickau,6330
198,Tallinn TU UAS,6318
199,Universidade Estadual de Campinas,6302
200,Coventry University,6275
201,Tongji University,6260
202,Yıldız Technical University,6243
203,Fachhochschule Kiel,6236
204,Rzeszów University of Technology,6198
205,Università degli Studi di Roma Tor Vergata,6196
206,Queen's University Belfast,6092
207,Ritsumeikan University,6086
208,Oklahoma State University - Stillwater,6039
209,Hochschule Hannover,5977
210,University of Central Florida,5975
211,University of Liverpool,5952
212,Università degli Studi di Firenze,5944
213,University of California San Diego,5903
214,Kanazawa Institute of Technology,5879
215,Lehigh University,5825
216,Tokyo University of Agriculture and Technology,5778
217,Ecole Nationale d'Ingénieurs de Metz,5755
218,Rose-Hulman Institute of Technology,5755
219,Technische Hochschule Ostwestfalen-Lippe,5751
220,Swinburne University of Technology,5743
221,Shizuoka Institute of Science and Technology,5701
222,University of Belgrade (Универзитет у Београду),5692
223,Ostfalia University of Applied Sciences,5624
224,University of New South Wales - Australian Defence Force Academy,5567
225,Hochschule Niederrhein,5562
226,Hochschule RheinMain,5557
227,South Dakota State University,5543
228,Colorado State University,5532
229,Swansea University,5447
230,Hochschule für Technik und Wirtschaft Berlin,5446
231,University of Hartford,5409
232,Toyohashi University of Technology,5374
233,University of Colorado at Boulder,5368
234,University of Saskatchewan,5368
235,Worcester Polytechnic Institute,5357
236,Concordia University,5338
237,Technische Universität Bergakademie Freiberg,5303
238,Centro Federal de Educação Tecnológica de Minas Gerais,5274
239,Gifu University,5236
240,Bradley University,5193
241,Okayama University,5182
242,United States Naval Academy,5099
243,University of West Bohemia,5092
244,Kogakuin University,5089
245,University of New Hampshire,5038
246,Poznan University of Technology,5031
247,University of Yamanashi,5021
248,Georgia Southern University,5018
249,University of Aberdeen,4997
250,Florida Atlantic University,4980
251,Washington University in St. Louis,4941
252,Technische Universiteit Eindhoven,4928
253,Temple University,4927
254,Escola Politècnica Superior d'Enginyeria de Manresa,4905
255,ETH Zürich,4887
256,West Virginia University,4838
257,University of the West of England,4834
258,Kinki University,4823
259,Hochschule Pforzheim,4810
260,The University of Newcastle,4806
261,Osaka Sangyo University,4766
262,Università della Calabria,4759
263,Keio University,4757
264,Northern Illinois University,4753
265,University of Delaware,4727
266,Hokkaido University,4694
267,Lancaster  University,4580
268,University of Sheffield,4569
269,Waseda University,4554
270,Honda Technical College Kanto,4523
271,Karlstad University,4470
272,University of Wales Trinity Saint David,4443
273,Western Michigan University,4439
274,Technion - Israel Institute of Technology,4432
275,Liverpool John Moores University,4418
276,University of Waikato,4308
277,State University of New York at Buffalo,4307
278,Moscow Polytechnic University,4301
279,Institute of Technologists,4294
280,Yeungnam University College,4268
281,Instituto Mauá de Tecnologia,4266
282,United States Air Force Academy,4250
283,University of Guelph,4239
284,University of Windsor,4227
285,KTH Royal Institute of Technology,4217
286,Colorado School of Mines,4214
287,École Centrale de Lyon,4168
288,Tennessee Technological University,4146
289,Universidad Europea de Madrid,4146
290,Mississippi State University,4127
