Rank,University,Points
1,Alma Mater Studiorum - Università di Bologna,3824.85
2,Università degli studi di Padova,3758.43
3,University of Modena and Reggio Emilia,3642.49
4,Politecnico di Milano,2709.37
5,Politecnico di Torino,2478.08
6,Università di Pisa,1505.37
7,Università degli Studi di Roma La Sapienza,976.95
8,Università degli Studi di Firenze,929.58
9,Università degli Studi di Roma Tor Vergata,923.74
10,Università della Calabria,745.33
11,Università degli Studi della Tuscia,735.76
12,Università degli Studi di Napoli Federico II,459.14
13,Università degli Studi di Parma,367.88
14,Marche Polytechnic University,256.0
15,University of Brescia,124.82
16,Università del Salento,119.48
17,University of Messina,59.9
18,Politecnico di Bari,37.0
19,Università degli Studi di Cagliari,28.0
20,University of Perugia,13.0
21,Università degli Studi di Catania,0.0
22,Università degli Studi di Ferrara,0.0
23,Università degli Studi di Salerno,0.0
