Rank,University,Points
1,University of Modena and Reggio Emilia,2546.73
2,Università degli studi di Padova,2338.27
3,Alma Mater Studiorum - Università di Bologna,2045.27
4,Università di Pisa,1867.97
5,Politecnico di Milano,1606.89
6,Politecnico di Torino,1399.92
7,Università degli Studi di Roma La Sapienza,1367.23
8,Università degli Studi di Roma Tor Vergata,1086.82
9,Università degli Studi di Firenze,1065.63
10,Università della Calabria,829.87
11,Marche Polytechnic University,719.92
12,Università del Salento,718.6
13,Politecnico di Bari,684.95
14,Università degli Studi di Parma,610.66
15,Università degli Studi di Napoli Federico II,604.49
16,Università degli Studi della Tuscia,540.97
17,University of Brescia,430.7
18,Università degli Studi di Ferrara,251.0
19,University of Perugia,250.97
20,Università degli Studi di Cagliari,225.34
21,Università degli Studi di Catania,114.07
22,University of Messina,71.0
23,Università degli Studi di Salerno,35.25
