Rank,University,Points
1,Università degli studi di Padova,1723.44
2,University of Modena and Reggio Emilia,1417.23
3,Alma Mater Studiorum - Università di Bologna,1403.11
4,Università di Pisa,1318.63
5,Università degli Studi di Roma La Sapienza,1075.4
6,Politecnico di Milano,1044.15
7,Politecnico di Torino,976.51
8,Università degli Studi di Firenze,766.96
9,Università degli Studi di Roma Tor Vergata,691.34
10,Marche Polytechnic University,586.84
11,Università della Calabria,502.48
12,Università del Salento,440.86
13,Università degli Studi di Parma,428.21
14,Università degli Studi della Tuscia,399.37
15,Politecnico di Bari,367.64
16,Università degli Studi di Napoli Federico II,330.88
17,University of Brescia,327.13
18,University of Perugia,237.57
19,Università degli Studi di Cagliari,181.3
20,Università degli Studi di Ferrara,150.75
21,Università degli Studi di Catania,81.51
22,University of Messina,55.0
23,Università degli Studi di Salerno,25.13
