Rank,University,Lowest Place,#
1,Università degli Studi di Parma,1st,2
2,Alma Mater Studiorum - Università di Bologna,1st,1
3,Università degli Studi di Napoli Federico II,1st,1
4,Università degli Studi di Roma Tor Vergata,1st,1
5,Università degli studi di Padova,2nd,2
6,Università della Calabria,2nd,1
7,Politecnico di Milano,3rd,2
8,University of Modena and Reggio Emilia,3rd,1
9,Politecnico di Torino,4th,1
10,University of Brescia,6th,1
11,Università degli Studi di Roma La Sapienza,6th,1
12,Marche Polytechnic University,7th,1
13,Università di Pisa,7th,1
14,Università degli Studi di Firenze,10th,2
15,Università degli Studi della Tuscia,28th,1
16,University of Messina,49th,1
17,Politecnico di Bari,N/A,0
18,University of Perugia,N/A,0
19,Università degli Studi di Cagliari,N/A,0
20,Università degli Studi di Catania,N/A,0
21,Università degli Studi di Ferrara,N/A,0
22,Università degli Studi di Salerno,N/A,0
23,Università del Salento,N/A,0
