Rank,University,Points
1,University of Modena and Reggio Emilia,1529.6
2,Università degli studi di Padova,1521.04
3,Alma Mater Studiorum - Università di Bologna,1485.45
4,Politecnico di Milano,917.23
5,Università di Pisa,862.56
6,Politecnico di Torino,847.87
7,Università degli Studi di Roma La Sapienza,711.13
8,Università della Calabria,587.82
9,Università degli Studi di Roma Tor Vergata,548.24
10,Università degli Studi di Firenze,418.28
11,Università degli Studi della Tuscia,404.26
12,Marche Polytechnic University,309.35
13,Università del Salento,223.31
14,University of Brescia,211.78
15,Università degli Studi di Parma,196.45
16,Università degli Studi di Cagliari,179.19
17,Università degli Studi di Napoli Federico II,100.59
18,Università degli Studi di Ferrara,56.15
19,University of Perugia,55.76
20,Università degli Studi di Catania,44.65
21,University of Messina,36.9
22,Politecnico di Bari,28.4
23,Università degli Studi di Salerno,0.0
