Rank,University,Points
1,Alma Mater Studiorum - Università di Bologna,986.75
2,University of Modena and Reggio Emilia,927.67
3,Università degli studi di Padova,819.15
4,Politecnico di Milano,565.81
5,Università di Pisa,343.28
6,Università degli Studi di Roma Tor Vergata,307.29
7,Università degli Studi di Roma La Sapienza,293.15
8,Università degli Studi di Parma,292.73
9,Università della Calabria,251.87
10,Università degli Studi di Napoli Federico II,248.11
11,Politecnico di Torino,201.56
12,Università degli Studi di Firenze,128.77
13,University of Brescia,107.64
14,Marche Polytechnic University,102.91
15,Politecnico di Bari,0.0
16,University of Perugia,0.0
17,Università degli Studi di Cagliari,0.0
18,Università degli Studi di Catania,0.0
19,Università degli Studi di Ferrara,0.0
20,Università degli Studi di Salerno,0.0
21,Università del Salento,0.0
22,University of Messina,-7.6
23,Università degli Studi della Tuscia,-8.42
