Rank,University,Points
1,Università degli studi di Padova,60.76
2,Università degli Studi di Firenze,58.9
3,Alma Mater Studiorum - Università di Bologna,57.49
4,University of Messina,55.0
5,Università di Pisa,54.94
6,University of Brescia,54.52
7,Marche Polytechnic University,53.35
8,Università degli Studi di Roma La Sapienza,52.11
9,Università degli Studi di Napoli Federico II,52.09
10,Politecnico di Torino,51.4
11,Università degli Studi di Ferrara,50.25
12,University of Modena and Reggio Emilia,47.06
13,University of Perugia,46.4
14,Università della Calabria,45.68
15,Università degli Studi di Cagliari,45.32
16,Politecnico di Milano,43.51
17,Università degli Studi di Parma,42.82
18,Università del Salento,42.18
19,Università degli Studi di Roma Tor Vergata,41.79
20,Università degli Studi di Catania,40.75
21,Università degli Studi della Tuscia,39.94
22,Politecnico di Bari,38.38
23,Università degli Studi di Salerno,25.13
