Rank,University,Points
1,University of Modena and Reggio Emilia,2485.92
2,Università degli studi di Padova,2246.41
3,Alma Mater Studiorum - Università di Bologna,1680.81
4,Politecnico di Torino,1341.89
5,Politecnico di Milano,1331.58
6,Università di Pisa,1120.62
7,Università degli Studi di Firenze,654.32
8,Università degli Studi di Roma Tor Vergata,557.97
9,Università della Calabria,517.72
10,Università degli Studi di Roma La Sapienza,498.4
11,Università degli Studi della Tuscia,337.6
12,University of Brescia,307.01
13,Marche Polytechnic University,301.6
14,Università degli Studi di Parma,281.13
15,Università degli Studi di Napoli Federico II,204.23
16,Università degli Studi di Ferrara,181.35
17,Università del Salento,158.2
18,Università degli Studi di Cagliari,88.79
19,Politecnico di Bari,32.22
20,University of Perugia,28.7
21,Università degli Studi di Catania,20.98
22,University of Messina,7.5
23,Università degli Studi di Salerno,0.0
