Acceleration - Average Points,9th,14.77,
Acceleration - Best Result,8th,15th,x1
Acceleration - Total,9th,73.87,
AutoX - Average Points,10th,28.43,
AutoX - Best Result,9th,19th,x1
AutoX - Total,7th,142.15,
Business Presentation - Average Points,7th,45.78,
Business Presentation - Best Result,9th,17th,x1
Business Presentation - Total,3rd,228.88,
Cost - Average Points,3rd,56.83,
Cost - Best Result,5th,4th,x1
Cost - Total,2nd,284.16,
Endurance - Average Points,9th,73.04,
Endurance - Best Result,7th,14th,x1
Endurance - Total,4th,365.18,
Engineering Design - Average Points,10th,45.0,
Engineering Design - Best Result,10th,31st,x1
Engineering Design - Total,6th,225.0,
Fuel - Average Points,10th,19.73,
Fuel - Best Result,9th,15th,x1
Fuel - Total,6th,98.66,
Points - Average Points,10th,290.2,
Points - Total,5th,1451,
Skidpad - Average Points,9th,6.45,
Skidpad - Best Result,10th,39th,x2
Skidpad - Total,7th,32.26,
