Acceleration - Average Points,16th,22.32,
Acceleration - Best Result,21st,28th,x1
Acceleration - Total,20th,44.65,
AutoX - Average Points,19th,10.49,
AutoX - Best Result,21st,33rd,x1
AutoX - Total,21st,20.98,
Business Presentation - Average Points,20th,40.75,
Business Presentation - Best Result,19th,13th,x1
Business Presentation - Total,21st,81.51,
Cost - Average Points,18th,57.04,
Cost - Best Result,20th,14th,x1
Cost - Total,21st,114.07,
Engineering Design - Average Points,20th,56.0,
Engineering Design - Best Result,18th,14th,x1
Engineering Design - Total,21st,112.0,
Points - Average Points,20th,201.0,
Points - Total,21st,402,
Skidpad - Average Points,15th,14.66,
Skidpad - Best Result,21st,30th,x1
Skidpad - Total,19th,29.31,
