Acceleration - Average Points,149th,15.87,
Acceleration - Best Result,56th,6th,x1
Acceleration - Total,120th,174.58,
AutoX - Average Points,103rd,34.39,
AutoX - Best Result,60th,9th,x1
AutoX - Total,97th,378.25,
Business Presentation - Average Points,137th,39.24,
Business Presentation - Best Result,103rd,14th,x1
Business Presentation - Total,110th,431.6,
Cost - Average Points,176th,38.04,
Cost - Best Result,151st,30th,x1
Cost - Total,136th,418.47,
Endurance - Average Points,143rd,19.78,
Endurance - Best Result,121st,19th,x1
Endurance - Total,129th,217.6,
Engineering Design - Average Points,169th,49.45,
Engineering Design - Best Result,142nd,27th,x2
Engineering Design - Total,120th,544.0,
Fuel - Average Points,67th,15.56,
Fuel - Best Result,63rd,7th,x1
Fuel - Total,77th,171.2,
Points - Average Points,145th,212.09,
Points - Total,120th,2333,
Skidpad - Average Points,151st,5.14,
Skidpad - Best Result,57th,7th,x1
Skidpad - Total,132nd,56.52,
