Acceleration - Average Points,123rd,21.01,
Acceleration - Best Result,162nd,41st,x1
Acceleration - Total,117th,189.1,
AutoX - Average Points,105th,32.91,
AutoX - Best Result,142nd,30th,x1
AutoX - Total,109th,296.2,
Business Presentation - Average Points,108th,44.03,
Business Presentation - Best Result,118th,16th,x1
Business Presentation - Total,116th,396.3,
Cost - Average Points,76th,61.79,
Cost - Best Result,157th,33rd,x1
Cost - Total,116th,556.1,
Endurance - Average Points,94th,43.41,
Endurance - Best Result,108th,16th,x1
Endurance - Total,102nd,390.7,
Engineering Design - Average Points,100th,65.56,
Engineering Design - Best Result,148th,27th,x1
Engineering Design - Total,119th,590.0,
Fuel - Average Points,124th,5.52,
Fuel - Best Result,132nd,25th,x1
Fuel - Total,125th,49.7,
Points - Average Points,98th,289.11,
Points - Total,117th,2602,
Skidpad - Average Points,73rd,14.97,
Skidpad - Best Result,68th,9th,x1
Skidpad - Total,92nd,134.7,
