Business Presentation - Average Points,9th,58.58,
Business Presentation - Best Result,31st,10th,x1
Business Presentation - Total,32nd,117.15,
Cost - Average Points,75th,36.25,
Cost - Best Result,64th,24th,x1
Cost - Total,59th,72.5,
Engineering Design - Average Points,93rd,18.5,
Engineering Design - Best Result,85th,38th,x1
Engineering Design - Total,82nd,37.0,
Points - Average Points,87th,78.5,
Points - Total,71st,157,
