Acceleration - Average Points,143rd,17.86,
Acceleration - Best Result,96th,12th,x1
Acceleration - Total,97th,321.49,
AutoX - Average Points,102nd,34.91,
AutoX - Best Result,74th,11th,x1
AutoX - Total,76th,628.35,
Business Presentation - Average Points,103rd,44.51,
Business Presentation - Best Result,97th,11th,x2
Business Presentation - Total,72nd,801.13,
Cost - Average Points,9th,72.52,
Cost - Best Result,13th,1st,x1
Cost - Total,48th,1305.36,
Endurance - Average Points,150th,18.1,
Endurance - Best Result,131st,21st,x1
Endurance - Total,111th,325.73,
Engineering Design - Average Points,88th,69.44,
Engineering Design - Best Result,27th,3rd,x1
Engineering Design - Total,73rd,1250.0,
Fuel - Average Points,142nd,2.61,
Fuel - Best Result,97th,12th,x1
Fuel - Total,132nd,47.0,
Points - Average Points,113th,264.06,
Points - Total,84th,4753,
Skidpad - Average Points,139th,7.46,
Skidpad - Best Result,93rd,15th,x1
Skidpad - Total,101st,134.23,
