Acceleration - Average Points,3rd,50.77,
Acceleration - Best Result,5th,2nd,x1
Acceleration - Total,5th,558.47,
AutoX - Average Points,5th,34.51,
AutoX - Best Result,3rd,2nd,x1
AutoX - Total,5th,379.66,
Business Presentation - Average Points,3rd,51.2,
Business Presentation - Best Result,1st,1st,x2
Business Presentation - Total,3rd,563.24,
Cost - Average Points,3rd,62.52,
Cost - Best Result,2nd,1st,x1
Cost - Total,3rd,687.77,
Endurance - Average Points,5th,73.94,
Endurance - Best Result,5th,5th,x1
Endurance - Total,5th,813.39,
Engineering Design - Average Points,3rd,87.35,
Engineering Design - Best Result,3rd,3rd,x1
Engineering Design - Total,4th,960.87,
Fuel - Average Points,2nd,40.97,
Fuel - Best Result,3rd,3rd,x1
Fuel - Total,3rd,450.72,
Points - Average Points,4th,425.64,
Points - Total,5th,4682,
Skidpad - Average Points,4th,31.98,
Skidpad - Best Result,3rd,2nd,x1
Skidpad - Total,5th,351.82,
