Acceleration - Average Points,3rd,10.46,
Acceleration - Best Result,4th,54th,x1
Acceleration - Total,4th,31.37,
AutoX - Average Points,4th,28.17,
AutoX - Best Result,4th,33rd,x1
AutoX - Total,4th,84.52,
Business Presentation - Average Points,5th,37.53,
Business Presentation - Best Result,5th,48th,x2
Business Presentation - Total,4th,112.59,
Cost - Average Points,4th,24.2,
Cost - Best Result,3rd,15th,x1
Cost - Total,4th,72.6,
Endurance - Average Points,4th,14.67,
Endurance - Best Result,3rd,25th,x1
Endurance - Total,4th,44.0,
Engineering Design - Average Points,4th,41.33,
Engineering Design - Best Result,5th,44th,x1
Engineering Design - Total,4th,124.0,
Points - Average Points,4th,163.67,
Points - Total,4th,491,
Skidpad - Average Points,3rd,10.76,
Skidpad - Best Result,4th,43rd,x1
Skidpad - Total,3rd,32.28,
