Business Presentation - Average Points,25th,53.55,
Business Presentation - Best Result,53rd,16th,x1
Business Presentation - Total,79th,53.55,
Cost - Average Points,29th,59.0,
Cost - Best Result,53rd,15th,x1
Cost - Total,74th,59.0,
Points - Average Points,71st,113.0,
Points - Total,89th,113,
