Business Presentation - Average Points,6th,15.79,
Business Presentation - Best Result,6th,60th,x1
Business Presentation - Total,6th,15.79,
Cost - Average Points,6th,8.45,
Cost - Best Result,5th,60th,x1
Cost - Total,6th,8.45,
Engineering Design - Average Points,6th,13.0,
Engineering Design - Best Result,5th,66th,x1
Engineering Design - Total,6th,13.0,
Points - Average Points,6th,37.0,
Points - Total,6th,37,
