Acceleration - Average Points,140th,18.67,
Acceleration - Best Result,82nd,10th,x1
Acceleration - Total,80th,410.67,
AutoX - Average Points,118th,28.06,
AutoX - Best Result,71st,11th,x1
AutoX - Total,76th,617.36,
Business Presentation - Average Points,101st,44.47,
Business Presentation - Best Result,57th,5th,x1
Business Presentation - Total,53rd,978.33,
Cost - Average Points,133rd,52.92,
Cost - Best Result,58th,5th,x1
Cost - Total,57th,1164.21,
Endurance - Average Points,157th,14.5,
Endurance - Best Result,136th,22nd,x1
Endurance - Total,109th,319.1,
Engineering Design - Average Points,45th,83.59,
Engineering Design - Best Result,32nd,4th,x1
Engineering Design - Total,43rd,1839.0,
Fuel - Average Points,135th,3.34,
Fuel - Best Result,60th,6th,x1
Fuel - Total,116th,73.47,
Points - Average Points,119th,253.32,
Points - Total,69th,5573,
Skidpad - Average Points,113th,10.06,
Skidpad - Best Result,52nd,6th,x1
Skidpad - Total,73rd,221.36,
