Acceleration - Average Points,87th,28.42,
Acceleration - Best Result,152nd,30th,x1
Acceleration - Total,151st,85.26,
AutoX - Average Points,99th,36.14,
AutoX - Best Result,135th,28th,x1
AutoX - Total,147th,108.42,
Business Presentation - Average Points,191st,19.51,
Business Presentation - Best Result,119th,17th,x1
Business Presentation - Total,182nd,58.52,
Cost - Average Points,187th,14.46,
Cost - Best Result,176th,51st,x1
Cost - Total,186th,43.37,
Endurance - Average Points,48th,85.22,
Endurance - Best Result,89th,12th,x1
Endurance - Total,123rd,255.65,
Engineering Design - Average Points,179th,44.0,
Engineering Design - Best Result,168th,46th,x1
Engineering Design - Total,174th,132.0,
Points - Average Points,134th,238.67,
Points - Total,166th,716,
Skidpad - Average Points,105th,10.85,
Skidpad - Best Result,107th,17th,x1
Skidpad - Total,151st,32.56,
