Acceleration - Average Points,7th,46.73,
Acceleration - Best Result,4th,1st,x3
Acceleration - Total,4th,981.38,
AutoX - Average Points,3rd,92.29,
AutoX - Best Result,2nd,1st,x5
AutoX - Total,4th,1938.11,
Business Presentation - Average Points,7th,57.03,
Business Presentation - Best Result,9th,1st,x1
Business Presentation - Total,4th,1197.57,
Cost - Average Points,4th,69.24,
Cost - Best Result,8th,2nd,x2
Cost - Total,4th,1454.11,
Endurance - Average Points,2nd,225.92,
Endurance - Best Result,4th,1st,x2
Endurance - Total,3rd,4744.22,
Engineering Design - Average Points,4th,120.24,
Engineering Design - Best Result,2nd,1st,x5
Engineering Design - Total,4th,2525.0,
Fuel - Average Points,14th,8.98,
Fuel - Best Result,11th,3rd,x1
Fuel - Total,12th,188.64,
Points - Average Points,3rd,652.76,
Points - Total,4th,13708,
Skidpad - Average Points,6th,32.35,
Skidpad - Best Result,3rd,1st,x1
Skidpad - Total,4th,679.31,
