Acceleration - Average Points,78th,30.86,
Acceleration - Best Result,66th,7th,x1
Acceleration - Total,44th,740.66,
AutoX - Average Points,83rd,41.54,
AutoX - Best Result,81st,12th,x1
AutoX - Total,54th,996.89,
Business Presentation - Average Points,66th,49.31,
Business Presentation - Best Result,106th,14th,x1
Business Presentation - Total,35th,1183.4,
Cost - Average Points,105th,57.65,
Cost - Best Result,86th,8th,x1
Cost - Total,39th,1383.58,
Endurance - Average Points,63rd,71.62,
Endurance - Best Result,87th,12th,x1
Endurance - Total,45th,1718.84,
Engineering Design - Average Points,113th,62.09,
Engineering Design - Best Result,91st,12th,x1
Engineering Design - Total,52nd,1490.25,
Fuel - Average Points,80th,13.5,
Fuel - Best Result,90th,12th,x1
Fuel - Total,48th,323.92,
Points - Average Points,73rd,343.5,
Points - Total,46th,8244,
Skidpad - Average Points,59th,17.33,
Skidpad - Best Result,77th,12th,x1
Skidpad - Total,47th,415.98,
