Acceleration - Average Points,51st,0.88,
Acceleration - Best Result,41st,24th,x1
Acceleration - Total,50th,7.0,
AutoX - Average Points,49th,2.44,
AutoX - Best Result,49th,30th,x1
AutoX - Total,49th,19.5,
Business Presentation - Average Points,33rd,46.58,
Business Presentation - Best Result,35th,11th,x1
Business Presentation - Total,36th,372.6,
Cost - Average Points,51st,32.25,
Cost - Best Result,35th,9th,x1
Cost - Total,43rd,258.0,
Endurance - Average Points,47th,2.62,
Endurance - Best Result,50th,35th,x1
Endurance - Total,47th,21.0,
Engineering Design - Average Points,43rd,46.12,
Engineering Design - Best Result,39th,21st,x1
Engineering Design - Total,41st,369.0,
Points - Average Points,51st,128.75,
Points - Total,43rd,1030,
Skidpad - Average Points,48th,0.44,
Skidpad - Best Result,44th,25th,x1
Skidpad - Total,50th,3.5,
