Acceleration - Average Points,51st,17.86,
Acceleration - Best Result,54th,18th,x2
Acceleration - Total,42nd,267.9,
AutoX - Average Points,56th,9.78,
AutoX - Best Result,57th,23rd,x1
AutoX - Total,50th,146.67,
Business Presentation - Average Points,47th,44.36,
Business Presentation - Best Result,55th,16th,x1
Business Presentation - Total,35th,665.41,
Cost - Average Points,47th,55.98,
Cost - Best Result,37th,6th,x1
Cost - Total,33rd,839.67,
Endurance - Average Points,52nd,27.19,
Endurance - Best Result,39th,7th,x1
Endurance - Total,45th,407.83,
Engineering Design - Average Points,41st,71.49,
Engineering Design - Best Result,38th,10th,x1
Engineering Design - Total,37th,1072.38,
Fuel - Average Points,49th,6.48,
Fuel - Best Result,45th,12th,x1
Fuel - Total,43rd,97.22,
Points - Average Points,49th,239.6,
Points - Total,42nd,3594,
Skidpad - Average Points,54th,9.55,
Skidpad - Best Result,49th,13th,x1
Skidpad - Total,44th,143.18,
