Acceleration - Average Points,54th,39.06,
Acceleration - Best Result,37th,3rd,x1
Acceleration - Total,33rd,1132.85,
AutoX - Average Points,55th,53.3,
AutoX - Best Result,63rd,9th,x1
AutoX - Total,37th,1545.84,
Business Presentation - Average Points,73rd,47.56,
Business Presentation - Best Result,73rd,7th,x1
Business Presentation - Total,30th,1379.36,
Cost - Average Points,58th,64.51,
Cost - Best Result,39th,3rd,x1
Cost - Total,23rd,1870.69,
Endurance - Average Points,62nd,72.35,
Endurance - Best Result,46th,5th,x1
Endurance - Total,40th,2098.22,
Engineering Design - Average Points,63rd,75.72,
Engineering Design - Best Result,55th,7th,x1
Engineering Design - Total,30th,2196.0,
Fuel - Average Points,71st,14.68,
Fuel - Best Result,79th,9th,x1
Fuel - Total,36th,425.7,
Points - Average Points,57th,382.1,
Points - Total,34th,11081,
Skidpad - Average Points,74th,14.96,
Skidpad - Best Result,53rd,6th,x1
Skidpad - Total,45th,433.94,
