Business Presentation - Average Points,76th,34.56,
Business Presentation - Best Result,102nd,45th,x1
Business Presentation - Total,90th,34.56,
Cost - Average Points,51st,47.0,
Cost - Best Result,77th,30th,x1
Cost - Total,76th,47.0,
Engineering Design - Average Points,72nd,36.0,
Engineering Design - Best Result,96th,41st,x1
Engineering Design - Total,86th,36.0,
Points - Average Points,73rd,108.0,
Points - Total,86th,108,
