Acceleration - Average Points,164th,11.4,
Acceleration - Best Result,143rd,24th,x1
Acceleration - Total,129th,159.54,
AutoX - Average Points,177th,8.96,
AutoX - Best Result,149th,33rd,x1
AutoX - Total,143rd,125.43,
Business Presentation - Average Points,171st,32.2,
Business Presentation - Best Result,161st,36th,x1
Business Presentation - Total,113th,450.78,
Cost - Average Points,181st,32.15,
Cost - Best Result,170th,43rd,x2
Cost - Total,134th,450.13,
Endurance - Average Points,156th,15.51,
Endurance - Best Result,126th,19th,x1
Endurance - Total,133rd,217.16,
Engineering Design - Average Points,49th,81.96,
Engineering Design - Best Result,63rd,7th,x1
Engineering Design - Total,78th,1147.47,
Points - Average Points,163rd,187.86,
Points - Total,121st,2630,
Skidpad - Average Points,152nd,5.7,
Skidpad - Best Result,121st,20th,x1
Skidpad - Total,127th,79.76,
