Acceleration - Average Points,14th,9.7,
Acceleration - Best Result,14th,8th,x1
Acceleration - Total,13th,67.89,
AutoX - Average Points,17th,13.15,
AutoX - Best Result,17th,6th,x1
AutoX - Total,16th,92.07,
Business Presentation - Average Points,20th,34.95,
Business Presentation - Best Result,25th,8th,x1
Business Presentation - Total,16th,244.63,
Cost - Average Points,14th,53.06,
Cost - Best Result,27th,12th,x1
Cost - Total,14th,371.39,
Endurance - Average Points,23rd,2.14,
Endurance - Best Result,19th,8th,x1
Endurance - Total,18th,15.0,
Engineering Design - Average Points,16th,50.02,
Engineering Design - Best Result,20th,8th,x1
Engineering Design - Total,17th,350.13,
Points - Average Points,15th,164.0,
Points - Total,16th,1148,
Skidpad - Average Points,18th,0.94,
Skidpad - Best Result,16th,10th,x1
Skidpad - Total,18th,6.59,
