Acceleration - Average Points,14th,29.36,
Acceleration - Best Result,5th,3rd,x1
Acceleration - Total,16th,557.87,
AutoX - Average Points,12th,42.27,
AutoX - Best Result,23rd,17th,x1
AutoX - Total,15th,803.17,
Business Presentation - Average Points,23rd,41.93,
Business Presentation - Best Result,22nd,14th,x1
Business Presentation - Total,18th,796.61,
Cost - Average Points,27th,58.64,
Cost - Best Result,26th,14th,x1
Cost - Total,17th,1114.25,
Endurance - Average Points,13th,47.13,
Endurance - Best Result,17th,9th,x1
Endurance - Total,17th,895.52,
Engineering Design - Average Points,18th,73.89,
Engineering Design - Best Result,16th,9th,x2
Engineering Design - Total,17th,1404.0,
Fuel - Average Points,13th,12.91,
Fuel - Best Result,12th,10th,x1
Fuel - Total,13th,245.24,
Points - Average Points,15th,309.53,
Points - Total,17th,5881,
Skidpad - Average Points,28th,6.04,
Skidpad - Best Result,22nd,20th,x1
Skidpad - Total,23rd,114.77,
