Acceleration - Average Points,24th,19.7,
Acceleration - Best Result,32nd,11th,x1
Acceleration - Total,20th,275.73,
AutoX - Average Points,34th,17.15,
AutoX - Best Result,15th,5th,x1
AutoX - Total,26th,240.1,
Business Presentation - Average Points,53rd,25.96,
Business Presentation - Best Result,46th,24th,x1
Business Presentation - Total,37th,363.5,
Cost - Average Points,41st,45.3,
Cost - Best Result,37th,11th,x1
Cost - Total,27th,634.22,
Endurance - Average Points,28th,36.62,
Endurance - Best Result,30th,8th,x1
Endurance - Total,21st,512.73,
Engineering Design - Average Points,45th,46.57,
Engineering Design - Best Result,34th,16th,x1
Engineering Design - Total,32nd,652.0,
Fuel - Average Points,10th,17.02,
Fuel - Best Result,27th,7th,x1
Fuel - Total,12th,238.34,
Points - Average Points,34th,208.29,
Points - Total,28th,2916,
Skidpad - Average Points,32nd,6.26,
Skidpad - Best Result,31st,12th,x1
Skidpad - Total,28th,87.61,
