Acceleration - Average Points,21st,50.2,
Acceleration - Best Result,24th,2nd,x2
Acceleration - Total,16th,1556.26,
AutoX - Average Points,4th,99.73,
AutoX - Best Result,32nd,4th,x2
AutoX - Total,11th,3091.5,
Business Presentation - Average Points,3rd,62.89,
Business Presentation - Best Result,20th,1st,x1
Business Presentation - Total,12th,1949.52,
Cost - Average Points,115th,55.7,
Cost - Best Result,84th,7th,x1
Cost - Total,29th,1726.58,
Endurance - Average Points,13th,138.66,
Endurance - Best Result,15th,1st,x1
Endurance - Total,15th,4298.42,
Engineering Design - Average Points,4th,115.16,
Engineering Design - Best Result,7th,1st,x2
Engineering Design - Total,11th,3569.98,
Fuel - Average Points,35th,21.81,
Fuel - Best Result,29th,2nd,x1
Fuel - Total,14th,676.25,
Points - Average Points,7th,579.48,
Points - Total,15th,17964,
Skidpad - Average Points,7th,35.62,
Skidpad - Best Result,25th,2nd,x2
Skidpad - Total,10th,1104.18,
