Acceleration - Average Points,9th,44.19,
Acceleration - Best Result,11th,2nd,x1
Acceleration - Total,19th,220.97,
AutoX - Average Points,15th,43.92,
AutoX - Best Result,19th,7th,x1
AutoX - Total,20th,219.62,
Business Presentation - Average Points,6th,59.21,
Business Presentation - Best Result,15th,4th,x1
Business Presentation - Total,21st,296.03,
Cost - Average Points,15th,58.14,
Cost - Best Result,9th,3rd,x1
Cost - Total,21st,290.69,
Endurance - Average Points,8th,155.99,
Endurance - Best Result,17th,6th,x2
Endurance - Total,19th,779.96,
Engineering Design - Average Points,12th,105.4,
Engineering Design - Best Result,20th,9th,x1
Engineering Design - Total,20th,527.0,
Fuel - Average Points,6th,23.0,
Fuel - Best Result,10th,3rd,x1
Fuel - Total,14th,115.0,
Points - Average Points,10th,517.4,
Points - Total,21st,2587,
Skidpad - Average Points,9th,27.08,
Skidpad - Best Result,19th,7th,x2
Skidpad - Total,17th,135.38,
