Acceleration - Average Points,117th,22.43,
Acceleration - Best Result,54th,5th,x1
Acceleration - Total,98th,291.56,
AutoX - Average Points,111th,30.7,
AutoX - Best Result,110th,20th,x1
AutoX - Total,93rd,399.14,
Business Presentation - Average Points,159th,35.0,
Business Presentation - Best Result,144th,28th,x1
Business Presentation - Total,108th,455.04,
Cost - Average Points,55th,64.8,
Cost - Best Result,150th,29th,x1
Cost - Total,90th,842.42,
Endurance - Average Points,92nd,45.58,
Endurance - Best Result,119th,18th,x1
Endurance - Total,80th,592.5,
Engineering Design - Average Points,120th,60.77,
Engineering Design - Best Result,108th,15th,x2
Engineering Design - Total,98th,790.0,
Fuel - Average Points,70th,14.95,
Fuel - Best Result,97th,13th,x1
Fuel - Total,71st,194.3,
Points - Average Points,99th,288.23,
Points - Total,94th,3747,
Skidpad - Average Points,76th,14.85,
Skidpad - Best Result,67th,9th,x1
Skidpad - Total,75th,193.04,
