Acceleration - Average Points,80th,31.01,
Acceleration - Best Result,62nd,6th,x1
Acceleration - Total,82nd,403.17,
AutoX - Average Points,87th,40.42,
AutoX - Best Result,141st,30th,x1
AutoX - Total,79th,525.5,
Business Presentation - Average Points,96th,44.85,
Business Presentation - Best Result,129th,21st,x2
Business Presentation - Total,97th,583.03,
Cost - Average Points,9th,72.61,
Cost - Best Result,93rd,9th,x1
Cost - Total,81st,943.94,
Endurance - Average Points,112th,34.92,
Endurance - Best Result,114th,17th,x1
Endurance - Total,98th,453.92,
Engineering Design - Average Points,113th,61.92,
Engineering Design - Best Result,96th,12th,x1
Engineering Design - Total,100th,805.0,
Fuel - Average Points,134th,3.54,
Fuel - Best Result,128th,22nd,x1
Fuel - Total,132nd,46.0,
Points - Average Points,89th,300.69,
Points - Total,91st,3909,
Skidpad - Average Points,88th,12.85,
Skidpad - Best Result,128th,21st,x1
Skidpad - Total,85th,167.04,
