AutoX - Average Points,62nd,29.0,
AutoX - Best Result,72nd,34th,x1
AutoX - Total,71st,87.01,
Business Presentation - Average Points,6th,54.68,
Business Presentation - Best Result,40th,8th,x1
Business Presentation - Total,68th,164.04,
Cost - Average Points,59th,25.9,
Cost - Best Result,53rd,18th,x1
Cost - Total,74th,77.7,
Endurance - Average Points,76th,2.0,
Endurance - Best Result,77th,58th,x1
Endurance - Total,76th,6.0,
Engineering Design - Average Points,76th,38.33,
Engineering Design - Best Result,84th,55th,x1
Engineering Design - Total,78th,115.0,
Points - Average Points,70th,149.67,
Points - Total,76th,449,
