Acceleration - Average Points,1st,64.29,
Acceleration - Best Result,2nd,1st,x1
Acceleration - Total,3rd,642.87,
AutoX - Average Points,2nd,69.71,
AutoX - Best Result,5th,6th,x2
AutoX - Total,4th,697.09,
Business Presentation - Average Points,4th,50.44,
Business Presentation - Best Result,5th,7th,x1
Business Presentation - Total,5th,504.38,
Cost - Average Points,4th,61.52,
Cost - Best Result,6th,10th,x1
Cost - Total,4th,615.15,
Endurance - Average Points,4th,126.11,
Endurance - Best Result,4th,4th,x1
Endurance - Total,4th,1261.1,
Engineering Design - Average Points,4th,86.8,
Engineering Design - Best Result,6th,11th,x1
Engineering Design - Total,5th,868.02,
Fuel - Average Points,4th,29.34,
Fuel - Best Result,6th,9th,x1
Fuel - Total,5th,293.42,
Points - Average Points,3rd,509.2,
Points - Total,4th,5092,
Skidpad - Average Points,3rd,35.92,
Skidpad - Best Result,6th,6th,x1
Skidpad - Total,4th,359.2,
