Acceleration - Average Points,4th,3.08,
Acceleration - Best Result,4th,90th,x1
Acceleration - Total,3rd,21.56,
AutoX - Average Points,2nd,12.35,
AutoX - Best Result,4th,52nd,x1
AutoX - Total,2nd,86.44,
Business Presentation - Average Points,5th,36.95,
Business Presentation - Best Result,3rd,35th,x1
Business Presentation - Total,3rd,258.67,
Cost - Average Points,7th,41.05,
Cost - Best Result,5th,19th,x1
Cost - Total,3rd,287.36,
Endurance - Average Points,2nd,7.14,
Endurance - Best Result,3rd,46th,x2
Endurance - Total,2nd,50.0,
Engineering Design - Average Points,6th,35.86,
Engineering Design - Best Result,2nd,37th,x1
Engineering Design - Total,3rd,251.0,
Points - Average Points,5th,137.86,
Points - Total,3rd,965,
Skidpad - Average Points,2nd,3.01,
Skidpad - Best Result,3rd,70th,x1
Skidpad - Total,2nd,21.1,
