Acceleration - Average Points,38th,29.83,
Acceleration - Best Result,51st,17th,x1
Acceleration - Total,32nd,417.68,
AutoX - Average Points,14th,84.93,
AutoX - Best Result,34th,1st,x1
AutoX - Total,16th,1188.99,
Business Presentation - Average Points,39th,37.85,
Business Presentation - Best Result,32nd,6th,x2
Business Presentation - Total,32nd,529.9,
Cost - Average Points,54th,27.11,
Cost - Best Result,53rd,20th,x1
Cost - Total,45th,379.5,
Endurance - Average Points,28th,105.97,
Endurance - Best Result,38th,8th,x2
Endurance - Total,27th,1483.54,
Engineering Design - Average Points,46th,70.08,
Engineering Design - Best Result,44th,15th,x1
Engineering Design - Total,36th,981.08,
Fuel - Average Points,10th,33.16,
Fuel - Best Result,40th,10th,x1
Fuel - Total,11th,464.19,
Points - Average Points,25th,407.21,
Points - Total,28th,5701,
Skidpad - Average Points,15th,22.59,
Skidpad - Best Result,38th,9th,x1
Skidpad - Total,17th,316.22,
